"date","city","pct_complete_vax"
2021-03-14,"Westchester",0.205
2021-03-21,"Westchester",0.231
2021-03-28,"Westchester",0.276
2021-04-04,"Westchester",0.323
2021-04-11,"Westchester",0.369
2021-04-18,"Westchester",0.41
2021-04-25,"Westchester",0.441
2021-01-03,"Western Springs",0.014
2021-01-10,"Western Springs",0.019
2021-01-17,"Western Springs",0.023
2021-01-24,"Western Springs",0.028
2021-01-31,"Western Springs",0.035
2021-02-07,"Western Springs",0.047
2021-02-14,"Western Springs",0.069
2021-02-21,"Western Springs",0.124
2021-02-28,"Western Springs",0.16
2021-03-07,"Western Springs",0.2
2021-03-14,"Western Springs",0.225
2021-03-21,"Western Springs",0.243
2021-03-28,"Western Springs",0.304
2021-04-04,"Western Springs",0.355
2021-04-11,"Western Springs",0.398
2021-04-18,"Western Springs",0.447
2021-04-25,"Western Springs",0.481
2021-01-03,"Wheeling",0.004
2021-01-10,"Wheeling",0.006
2021-01-17,"Wheeling",0.01
2021-01-24,"Wheeling",0.021
2021-01-31,"Wheeling",0.026
2021-02-07,"Wheeling",0.032
2021-02-14,"Wheeling",0.045
2021-02-21,"Wheeling",0.06
2021-02-28,"Wheeling",0.079
2021-03-07,"Wheeling",0.114
2021-03-14,"Wheeling",0.134
2021-03-21,"Wheeling",0.148
2021-03-28,"Wheeling",0.172
2021-04-04,"Wheeling",0.216
2021-04-11,"Wheeling",0.256
2021-04-18,"Wheeling",0.294
2021-04-25,"Wheeling",0.326
2021-01-03,"Willow Springs",0.011
2021-01-10,"Willow Springs",0.017
2021-01-17,"Willow Springs",0.02
2021-01-24,"Willow Springs",0.025
2021-01-31,"Willow Springs",0.03
2021-02-07,"Willow Springs",0.038
2021-02-14,"Willow Springs",0.053
2021-02-21,"Willow Springs",0.079
2021-02-28,"Willow Springs",0.112
2021-03-07,"Willow Springs",0.145
2021-03-14,"Willow Springs",0.173
2021-03-21,"Willow Springs",0.188
2021-03-28,"Willow Springs",0.211
2021-04-04,"Willow Springs",0.254
2021-04-11,"Willow Springs",0.289
2021-04-18,"Willow Springs",0.317
2021-04-25,"Willow Springs",0.344
2021-01-03,"Wilmette",0.011
2021-01-10,"Wilmette",0.018
2021-01-17,"Wilmette",0.021
2021-01-24,"Wilmette",0.025
2021-01-31,"Wilmette",0.034
2021-02-07,"Wilmette",0.048
2021-02-14,"Wilmette",0.064
2021-02-21,"Wilmette",0.097
2021-02-28,"Wilmette",0.136
2021-03-07,"Wilmette",0.189
2021-03-14,"Wilmette",0.217
2021-03-21,"Wilmette",0.241
2021-03-28,"Wilmette",0.272
2021-04-04,"Wilmette",0.325
2021-04-11,"Wilmette",0.379
2021-04-18,"Wilmette",0.435
2021-04-25,"Wilmette",0.47
2021-01-03,"Winnetka",0.01
2021-01-10,"Winnetka",0.016
2021-01-17,"Winnetka",0.018
2021-01-24,"Winnetka",0.021
2021-01-31,"Winnetka",0.027
2021-02-07,"Winnetka",0.037
2021-02-14,"Winnetka",0.052
2021-02-21,"Winnetka",0.088
2021-02-28,"Winnetka",0.123
2021-03-07,"Winnetka",0.16
2021-03-14,"Winnetka",0.183
2021-03-21,"Winnetka",0.2
2021-03-28,"Winnetka",0.23
2021-04-04,"Winnetka",0.293
2021-04-11,"Winnetka",0.354
2021-04-18,"Winnetka",0.413
2021-04-25,"Winnetka",0.449
2021-01-03,"Worth",0.006
2021-01-10,"Worth",0.007
2021-01-17,"Worth",0.009
2021-01-24,"Worth",0.014
2021-01-31,"Worth",0.017
2021-02-07,"Worth",0.024
2021-02-14,"Worth",0.03
2021-02-21,"Worth",0.046
2021-02-28,"Worth",0.062
2021-03-07,"Worth",0.08
2021-03-14,"Worth",0.096
2021-03-21,"Worth",0.11
2021-03-28,"Worth",0.123
2021-04-04,"Worth",0.153
2021-04-11,"Worth",0.18
2021-04-18,"Worth",0.202
2021-04-25,"Worth",0.224
2021-05-02,"Alsip",0.304
2021-05-09,"Alsip",0.335
2021-05-16,"Alsip",0.352
2021-05-23,"Alsip",0.364
2021-05-30,"Alsip",0.373
2021-06-06,"Alsip",0.385
2021-06-13,"Alsip",0.397
2021-05-02,"Arlington Heights",0.49
2021-05-09,"Arlington Heights",0.519
2021-05-16,"Arlington Heights",0.55
2021-05-23,"Arlington Heights",0.565
2021-05-30,"Arlington Heights",0.578
2021-06-06,"Arlington Heights",0.594
2021-06-13,"Arlington Heights",0.605
2021-05-02,"Barrington",0.749
2021-05-09,"Barrington",0.795
2021-05-16,"Barrington",0.837
2021-05-23,"Barrington",0.856
2021-05-30,"Barrington",0.877
2021-06-06,"Barrington",0.897
2021-06-13,"Barrington",0.909
2021-05-16,"Barrington Hills",0.003
2021-05-23,"Barrington Hills",0.003
2021-05-30,"Barrington Hills",0.003
2021-06-06,"Barrington Hills",0.003
2021-06-13,"Barrington Hills",0.003
2021-05-02,"Bartlett",0.42
2021-05-09,"Bartlett",0.445
2021-05-16,"Bartlett",0.469
2021-05-23,"Bartlett",0.483
2021-05-30,"Bartlett",0.497
2021-06-06,"Bartlett",0.511
2021-06-13,"Bartlett",0.521
2021-05-02,"Bedford Park",0.412
2021-05-09,"Bedford Park",0.434
2021-05-16,"Bedford Park",0.459
2021-05-23,"Bedford Park",0.481
2021-05-30,"Bedford Park",0.495
2021-06-06,"Bedford Park",0.533
2021-06-13,"Bedford Park",0.548
2021-05-02,"Bellwood",0.296
2021-05-09,"Bellwood",0.317
2021-05-16,"Bellwood",0.335
2021-05-23,"Bellwood",0.347
2021-05-30,"Bellwood",0.359
2021-06-06,"Bellwood",0.372
2021-06-13,"Bellwood",0.386
2021-05-02,"Berkeley",0.397
2021-05-09,"Berkeley",0.42
2021-05-16,"Berkeley",0.438
2021-05-23,"Berkeley",0.451
2021-05-30,"Berkeley",0.462
2021-06-06,"Berkeley",0.476
2021-06-13,"Berkeley",0.487
2021-05-02,"Berwyn",0.337
2021-05-09,"Berwyn",0.362
2021-05-16,"Berwyn",0.384
2021-05-23,"Berwyn",0.4
2021-05-30,"Berwyn",0.416
2021-06-06,"Berwyn",0.433
2021-06-13,"Berwyn",0.444
2021-05-02,"Blue Island",0.241
2021-05-09,"Blue Island",0.265
2021-05-16,"Blue Island",0.29
2021-05-23,"Blue Island",0.304
2021-05-30,"Blue Island",0.316
2021-06-06,"Blue Island",0.329
2021-06-13,"Blue Island",0.341
2021-05-02,"Bridgeview",0.257
2021-05-09,"Bridgeview",0.281
2021-05-16,"Bridgeview",0.306
2021-05-23,"Bridgeview",0.318
2021-05-30,"Bridgeview",0.328
2021-06-06,"Bridgeview",0.339
2021-06-13,"Bridgeview",0.348
2021-05-02,"Broadview",0.32
2021-05-09,"Broadview",0.349
2021-05-16,"Broadview",0.364
2021-05-23,"Broadview",0.375
2021-05-30,"Broadview",0.386
2021-06-06,"Broadview",0.4
2021-06-13,"Broadview",0.411
2021-05-02,"Brookfield",0.418
2021-05-09,"Brookfield",0.442
2021-05-16,"Brookfield",0.474
2021-05-23,"Brookfield",0.485
2021-05-30,"Brookfield",0.496
2021-06-06,"Brookfield",0.511
2021-06-13,"Brookfield",0.522
2021-05-02,"Buffalo Grove",0.412
2021-05-09,"Buffalo Grove",0.433
2021-05-16,"Buffalo Grove",0.459
2021-05-23,"Buffalo Grove",0.474
2021-05-30,"Buffalo Grove",0.485
2021-06-06,"Buffalo Grove",0.498
2021-06-13,"Buffalo Grove",0.508
2021-05-02,"Burnham",0.171
2021-05-09,"Burnham",0.177
2021-05-16,"Burnham",0.184
2021-05-23,"Burnham",0.187
2021-05-30,"Burnham",0.191
2021-06-06,"Burnham",0.197
2021-06-13,"Burnham",0.201
2021-05-02,"Burr Ridge",0.454
2021-05-09,"Burr Ridge",0.472
2021-05-16,"Burr Ridge",0.488
2021-05-23,"Burr Ridge",0.498
2021-05-30,"Burr Ridge",0.509
2021-06-06,"Burr Ridge",0.517
2021-06-13,"Burr Ridge",0.527
2021-05-02,"Calumet City",0.216
2021-05-09,"Calumet City",0.232
2021-05-16,"Calumet City",0.247
2021-05-23,"Calumet City",0.256
2021-05-30,"Calumet City",0.265
2021-06-06,"Calumet City",0.273
2021-06-13,"Calumet City",0.28
2021-05-02,"Calumet Park",0.247
2021-05-09,"Calumet Park",0.265
2021-05-16,"Calumet Park",0.28
2021-05-23,"Calumet Park",0.289
2021-05-30,"Calumet Park",0.301
2021-06-06,"Calumet Park",0.309
2021-06-13,"Calumet Park",0.32
2021-05-02,"Chicago Heights",0.223
2021-05-09,"Chicago Heights",0.246
2021-05-16,"Chicago Heights",0.261
2021-05-23,"Chicago Heights",0.271
2021-05-30,"Chicago Heights",0.28
2021-06-06,"Chicago Heights",0.29
2021-06-13,"Chicago Heights",0.298
2021-05-02,"Chicago Ridge",0.237
2021-05-09,"Chicago Ridge",0.26
2021-05-16,"Chicago Ridge",0.279
2021-05-23,"Chicago Ridge",0.29
2021-05-30,"Chicago Ridge",0.299
2021-06-06,"Chicago Ridge",0.313
2021-06-13,"Chicago Ridge",0.323
2021-05-02,"Cicero",0.266
2021-05-09,"Cicero",0.288
2021-05-16,"Cicero",0.311
2021-05-23,"Cicero",0.328
2021-05-30,"Cicero",0.349
2021-06-06,"Cicero",0.368
2021-06-13,"Cicero",0.38
2021-05-02,"Country Club Hills",0.29
2021-05-09,"Country Club Hills",0.31
2021-05-16,"Country Club Hills",0.326
2021-05-23,"Country Club Hills",0.334
2021-05-30,"Country Club Hills",0.344
2021-06-06,"Country Club Hills",0.354
2021-06-13,"Country Club Hills",0.362
2021-05-02,"Countryside",0.395
2021-05-09,"Countryside",0.42
2021-05-16,"Countryside",0.444
2021-05-23,"Countryside",0.461
2021-05-30,"Countryside",0.472
2021-06-06,"Countryside",0.487
2021-06-13,"Countryside",0.505
2021-05-02,"Crestwood",0.346
2021-05-09,"Crestwood",0.368
2021-05-16,"Crestwood",0.385
2021-05-23,"Crestwood",0.397
2021-05-30,"Crestwood",0.404
2021-06-06,"Crestwood",0.414
2021-06-13,"Crestwood",0.423
2021-05-02,"Des Plaines",0.582
2021-05-09,"Des Plaines",0.622
2021-05-16,"Des Plaines",0.667
2021-05-23,"Des Plaines",0.697
2021-05-30,"Des Plaines",0.717
2021-06-06,"Des Plaines",0.738
2021-06-13,"Des Plaines",0.757
2021-05-02,"Dixmoor",0.087
2021-05-09,"Dixmoor",0.097
2021-05-16,"Dixmoor",0.102
2021-05-23,"Dixmoor",0.106
2021-05-30,"Dixmoor",0.111
2021-06-06,"Dixmoor",0.117
2021-06-13,"Dixmoor",0.121
2021-05-02,"Dolton",0.218
2021-05-09,"Dolton",0.234
2021-05-16,"Dolton",0.249
2021-05-23,"Dolton",0.258
2021-05-30,"Dolton",0.266
2021-06-06,"Dolton",0.274
2021-06-13,"Dolton",0.281
2021-05-02,"East Hazel Crest",0.235
2021-05-09,"East Hazel Crest",0.253
2021-05-16,"East Hazel Crest",0.268
2021-05-23,"East Hazel Crest",0.277
2021-05-30,"East Hazel Crest",0.283
2021-06-06,"East Hazel Crest",0.286
2021-06-13,"East Hazel Crest",0.293
2021-05-02,"Elgin",0.322
2021-05-09,"Elgin",0.362
2021-05-16,"Elgin",0.389
2021-05-23,"Elgin",0.401
2021-05-30,"Elgin",0.419
2021-06-06,"Elgin",0.432
2021-06-13,"Elgin",0.442
2021-05-02,"Elk Grove Village",0.465
2021-05-09,"Elk Grove Village",0.482
2021-05-16,"Elk Grove Village",0.501
2021-05-23,"Elk Grove Village",0.512
2021-05-30,"Elk Grove Village",0.522
2021-06-06,"Elk Grove Village",0.534
2021-06-13,"Elk Grove Village",0.543
2021-05-02,"Elmwood Park",0.327
2021-05-09,"Elmwood Park",0.35
2021-05-16,"Elmwood Park",0.369
2021-05-23,"Elmwood Park",0.381
2021-05-30,"Elmwood Park",0.394
2021-06-06,"Elmwood Park",0.404
2021-06-13,"Elmwood Park",0.414
2021-05-02,"Evergreen Park",0.355
2021-05-09,"Evergreen Park",0.377
2021-05-16,"Evergreen Park",0.396
2021-05-23,"Evergreen Park",0.407
2021-05-30,"Evergreen Park",0.417
2021-06-06,"Evergreen Park",0.432
2021-06-13,"Evergreen Park",0.443
2021-05-02,"Flossmoor",0.475
2021-05-09,"Flossmoor",0.496
2021-05-16,"Flossmoor",0.506
2021-05-23,"Flossmoor",0.514
2021-05-30,"Flossmoor",0.53
2021-06-06,"Flossmoor",0.543
2021-06-13,"Flossmoor",0.552
2021-05-02,"Ford Heights",0.087
2021-05-09,"Ford Heights",0.098
2021-05-16,"Ford Heights",0.108
2021-05-23,"Ford Heights",0.119
2021-05-30,"Ford Heights",0.123
2021-06-06,"Ford Heights",0.129
2021-06-13,"Ford Heights",0.133
2021-05-02,"Forest Park",0.437
2021-05-09,"Forest Park",0.458
2021-05-16,"Forest Park",0.475
2021-05-23,"Forest Park",0.485
2021-05-30,"Forest Park",0.495
2021-06-06,"Forest Park",0.506
2021-06-13,"Forest Park",0.514
2021-05-02,"Franklin Park",0.326
2021-05-09,"Franklin Park",0.351
2021-05-16,"Franklin Park",0.375
2021-05-23,"Franklin Park",0.393
2021-05-30,"Franklin Park",0.412
2021-06-06,"Franklin Park",0.426
2021-06-13,"Franklin Park",0.435
2021-05-02,"Glencoe",0.5
2021-05-09,"Glencoe",0.514
2021-05-16,"Glencoe",0.527
2021-05-23,"Glencoe",0.535
2021-05-30,"Glencoe",0.551
2021-06-06,"Glencoe",0.574
2021-06-13,"Glencoe",0.578
2021-05-02,"Glenview",0.591
2021-05-09,"Glenview",0.622
2021-05-16,"Glenview",0.645
2021-05-23,"Glenview",0.662
2021-05-30,"Glenview",0.684
2021-06-06,"Glenview",0.709
2021-06-13,"Glenview",0.718
2021-05-02,"Glenwood",0.313
2021-05-09,"Glenwood",0.33
2021-05-16,"Glenwood",0.343
2021-05-23,"Glenwood",0.351
2021-05-30,"Glenwood",0.36
2021-06-06,"Glenwood",0.372
2021-06-13,"Glenwood",0.379
2021-05-02,"Golf",0.372
2021-05-09,"Golf",0.396
2021-05-23,"Golf",0.414
2021-05-30,"Golf",0.436
2021-06-06,"Golf",0.462
2021-06-13,"Golf",0.478
2021-05-02,"Hanover Park",0.259
2021-05-09,"Hanover Park",0.295
2021-05-16,"Hanover Park",0.33
2021-05-23,"Hanover Park",0.346
2021-05-30,"Hanover Park",0.362
2021-06-06,"Hanover Park",0.38
2021-06-13,"Hanover Park",0.393
2021-05-02,"Harvey",0.156
2021-05-09,"Harvey",0.172
2021-05-16,"Harvey",0.185
2021-05-23,"Harvey",0.193
2021-05-30,"Harvey",0.202
2021-06-06,"Harvey",0.211
2021-06-13,"Harvey",0.22
2021-05-02,"Harwood Heights",0.297
2021-05-09,"Harwood Heights",0.32
2021-05-16,"Harwood Heights",0.342
2021-05-23,"Harwood Heights",0.356
2021-05-30,"Harwood Heights",0.367
2021-06-06,"Harwood Heights",0.38
2021-06-13,"Harwood Heights",0.392
2021-05-02,"Hazel Crest",0.26
2021-05-09,"Hazel Crest",0.277
2021-05-16,"Hazel Crest",0.292
2021-05-23,"Hazel Crest",0.301
2021-05-30,"Hazel Crest",0.309
2021-06-06,"Hazel Crest",0.317
2021-06-13,"Hazel Crest",0.325
2021-05-02,"Hickory Hills",0.292
2021-05-09,"Hickory Hills",0.313
2021-05-16,"Hickory Hills",0.333
2021-05-23,"Hickory Hills",0.347
2021-05-30,"Hickory Hills",0.354
2021-06-06,"Hickory Hills",0.365
2021-06-13,"Hickory Hills",0.372
2021-05-02,"Hillside",0.369
2021-05-09,"Hillside",0.388
2021-05-16,"Hillside",0.406
2021-05-23,"Hillside",0.42
2021-05-30,"Hillside",0.434
2021-06-06,"Hillside",0.447
2021-06-13,"Hillside",0.458
2021-05-02,"Hinsdale",0.414
2021-05-09,"Hinsdale",0.436
2021-05-16,"Hinsdale",0.454
2021-05-23,"Hinsdale",0.463
2021-05-30,"Hinsdale",0.476
2021-06-06,"Hinsdale",0.495
2021-06-13,"Hinsdale",0.502
2021-05-02,"Hodgkins",0.263
2021-05-09,"Hodgkins",0.284
2021-05-16,"Hodgkins",0.308
2021-05-23,"Hodgkins",0.321
2021-05-30,"Hodgkins",0.331
2021-06-06,"Hodgkins",0.342
2021-06-13,"Hodgkins",0.36
2021-05-02,"Hoffman Estates",0.409
2021-05-09,"Hoffman Estates",0.439
2021-05-16,"Hoffman Estates",0.473
2021-05-23,"Hoffman Estates",0.486
2021-05-30,"Hoffman Estates",0.499
2021-06-06,"Hoffman Estates",0.514
2021-06-13,"Hoffman Estates",0.525
2021-05-02,"Hometown",0.317
2021-05-09,"Hometown",0.346
2021-05-16,"Hometown",0.368
2021-05-23,"Hometown",0.375
2021-05-30,"Hometown",0.386
2021-06-06,"Hometown",0.396
2021-06-13,"Hometown",0.407
2021-05-02,"Homewood",0.415
2021-05-09,"Homewood",0.44
2021-05-16,"Homewood",0.456
2021-05-23,"Homewood",0.465
2021-05-30,"Homewood",0.478
2021-06-06,"Homewood",0.489
2021-06-13,"Homewood",0.498
2021-05-02,"Indian Head Park",0.511
2021-05-09,"Indian Head Park",0.528
2021-05-16,"Indian Head Park",0.541
2021-05-23,"Indian Head Park",0.551
2021-05-30,"Indian Head Park",0.561
2021-06-06,"Indian Head Park",0.569
2021-06-13,"Indian Head Park",0.58
2021-05-02,"Inverness",0.492
2021-05-09,"Inverness",0.518
2021-05-16,"Inverness",0.538
2021-05-23,"Inverness",0.551
2021-05-30,"Inverness",0.561
2021-06-06,"Inverness",0.573
2021-06-13,"Inverness",0.582
2021-05-02,"Justice",0.213
2021-05-09,"Justice",0.235
2021-05-16,"Justice",0.259
2021-05-23,"Justice",0.269
2021-05-30,"Justice",0.279
2021-06-06,"Justice",0.287
2021-06-13,"Justice",0.298
2021-05-02,"Kenilworth",0.446
2021-05-09,"Kenilworth",0.468
2021-05-16,"Kenilworth",0.484
2021-05-23,"Kenilworth",0.492
2021-05-30,"Kenilworth",0.515
2021-06-06,"Kenilworth",0.53
2021-06-13,"Kenilworth",0.536
2021-05-02,"La Grange",0.611
2021-05-09,"La Grange",0.645
2021-05-16,"La Grange",0.669
2021-05-23,"La Grange",0.685
2021-05-30,"La Grange",0.701
2021-06-06,"La Grange",0.719
2021-06-13,"La Grange",0.738
2021-05-02,"La Grange Park",0.473
2021-05-09,"La Grange Park",0.496
2021-05-16,"La Grange Park",0.514
2021-05-23,"La Grange Park",0.523
2021-05-30,"La Grange Park",0.534
2021-06-06,"La Grange Park",0.548
2021-06-13,"La Grange Park",0.558
2021-05-02,"Lansing",0.27
2021-05-09,"Lansing",0.287
2021-05-16,"Lansing",0.3
2021-05-23,"Lansing",0.31
2021-05-30,"Lansing",0.321
2021-06-06,"Lansing",0.33
2021-06-13,"Lansing",0.336
2021-05-02,"Lemont",0.375
2021-05-09,"Lemont",0.395
2021-05-16,"Lemont",0.413
2021-05-23,"Lemont",0.421
2021-05-30,"Lemont",0.429
2021-06-06,"Lemont",0.438
2021-06-13,"Lemont",0.444
2021-05-02,"Lincolnwood",0.486
2021-05-09,"Lincolnwood",0.506
2021-05-16,"Lincolnwood",0.53
2021-05-23,"Lincolnwood",0.542
2021-05-30,"Lincolnwood",0.555
2021-06-06,"Lincolnwood",0.571
2021-06-13,"Lincolnwood",0.587
2021-05-02,"Lynwood",0.289
2021-05-09,"Lynwood",0.305
2021-05-16,"Lynwood",0.317
2021-05-23,"Lynwood",0.327
2021-05-30,"Lynwood",0.335
2021-06-06,"Lynwood",0.346
2021-06-13,"Lynwood",0.352
2021-05-02,"Lyons",0.293
2021-05-09,"Lyons",0.316
2021-05-16,"Lyons",0.339
2021-05-23,"Lyons",0.352
2021-05-30,"Lyons",0.364
2021-06-06,"Lyons",0.38
2021-06-13,"Lyons",0.392
2021-05-02,"Markham",0.193
2021-05-09,"Markham",0.21
2021-05-16,"Markham",0.225
2021-05-23,"Markham",0.232
2021-05-30,"Markham",0.242
2021-06-06,"Markham",0.25
2021-06-13,"Markham",0.257
2021-05-02,"Matteson",0.365
2021-05-09,"Matteson",0.39
2021-05-16,"Matteson",0.405
2021-05-23,"Matteson",0.415
2021-05-30,"Matteson",0.426
2021-06-06,"Matteson",0.44
2021-06-13,"Matteson",0.449
2021-05-02,"Maywood",0.238
2021-05-09,"Maywood",0.257
2021-05-16,"Maywood",0.275
2021-05-23,"Maywood",0.286
2021-05-30,"Maywood",0.297
2021-06-06,"Maywood",0.312
2021-06-13,"Maywood",0.32
2021-05-02,"McCook",0.346
2021-05-09,"McCook",0.421
2021-05-16,"McCook",0.447
2021-05-23,"McCook",0.447
2021-05-02,"Melrose Park",0.398
2021-05-09,"Melrose Park",0.431
2021-05-16,"Melrose Park",0.465
2021-05-23,"Melrose Park",0.49
2021-05-30,"Melrose Park",0.51
2021-06-06,"Melrose Park",0.532
2021-06-13,"Melrose Park",0.548
2021-05-02,"Merrionette Park",0.283
2021-05-09,"Merrionette Park",0.315
2021-05-16,"Merrionette Park",0.334
2021-05-23,"Merrionette Park",0.347
2021-05-30,"Merrionette Park",0.357
2021-06-06,"Merrionette Park",0.367
2021-06-13,"Merrionette Park",0.377
2021-05-02,"Midlothian",0.28
2021-05-09,"Midlothian",0.306
2021-05-16,"Midlothian",0.324
2021-05-23,"Midlothian",0.334
2021-05-30,"Midlothian",0.346
2021-06-06,"Midlothian",0.357
2021-06-13,"Midlothian",0.368
2021-05-02,"Morton Grove",0.513
2021-05-09,"Morton Grove",0.534
2021-05-16,"Morton Grove",0.561
2021-05-23,"Morton Grove",0.576
2021-05-30,"Morton Grove",0.588
2021-06-06,"Morton Grove",0.604
2021-06-13,"Morton Grove",0.614
2021-05-02,"Mount Prospect",0.409
2021-05-09,"Mount Prospect",0.436
2021-05-16,"Mount Prospect",0.466
2021-05-23,"Mount Prospect",0.482
2021-05-30,"Mount Prospect",0.496
2021-06-06,"Mount Prospect",0.511
2021-06-13,"Mount Prospect",0.523
2021-05-02,"Niles",0.425
2021-05-09,"Niles",0.447
2021-05-16,"Niles",0.473
2021-05-23,"Niles",0.489
2021-05-30,"Niles",0.501
2021-06-06,"Niles",0.516
2021-06-13,"Niles",0.528
2021-05-02,"Norridge",0.362
2021-05-09,"Norridge",0.384
2021-05-16,"Norridge",0.411
2021-05-23,"Norridge",0.423
2021-05-30,"Norridge",0.434
2021-06-06,"Norridge",0.445
2021-06-13,"Norridge",0.456
2021-05-02,"North Riverside",0.288
2021-05-09,"North Riverside",0.3
2021-05-16,"North Riverside",0.31
2021-05-23,"North Riverside",0.316
2021-05-30,"North Riverside",0.322
2021-06-06,"North Riverside",0.333
2021-06-13,"North Riverside",0.339
2021-05-02,"Northbrook",0.686
2021-05-09,"Northbrook",0.71
2021-05-16,"Northbrook",0.729
2021-05-23,"Northbrook",0.741
2021-05-30,"Northbrook",0.763
2021-06-06,"Northbrook",0.787
2021-06-13,"Northbrook",0.794
2021-05-02,"Northfield",0.546
2021-05-09,"Northfield",0.574
2021-05-16,"Northfield",0.605
2021-05-23,"Northfield",0.622
2021-05-30,"Northfield",0.639
2021-06-06,"Northfield",0.66
2021-06-13,"Northfield",0.667
2021-05-02,"Northlake",0.371
2021-05-09,"Northlake",0.4
2021-05-16,"Northlake",0.427
2021-05-23,"Northlake",0.452
2021-05-30,"Northlake",0.473
2021-06-06,"Northlake",0.49
2021-06-13,"Northlake",0.501
2021-05-02,"Oak Forest",0.335
2021-05-09,"Oak Forest",0.363
2021-05-16,"Oak Forest",0.383
2021-05-23,"Oak Forest",0.393
2021-05-30,"Oak Forest",0.405
2021-06-06,"Oak Forest",0.416
2021-06-13,"Oak Forest",0.425
2021-05-02,"Oak Lawn",0.357
2021-05-09,"Oak Lawn",0.381
2021-05-16,"Oak Lawn",0.401
2021-05-23,"Oak Lawn",0.411
2021-05-30,"Oak Lawn",0.423
2021-06-06,"Oak Lawn",0.437
2021-06-13,"Oak Lawn",0.446
2021-05-02,"Olympia Fields",0.45
2021-05-09,"Olympia Fields",0.47
2021-05-16,"Olympia Fields",0.485
2021-05-23,"Olympia Fields",0.492
2021-05-30,"Olympia Fields",0.503
2021-06-06,"Olympia Fields",0.513
2021-06-13,"Olympia Fields",0.519
2021-05-02,"Orland Hills",0.34
2021-05-09,"Orland Hills",0.359
2021-05-16,"Orland Hills",0.376
2021-05-23,"Orland Hills",0.384
2021-05-30,"Orland Hills",0.392
2021-06-06,"Orland Hills",0.401
2021-06-13,"Orland Hills",0.411
2021-05-02,"Orland Park",0.493
2021-05-09,"Orland Park",0.516
2021-05-16,"Orland Park",0.534
2021-05-23,"Orland Park",0.544
2021-05-30,"Orland Park",0.553
2021-06-06,"Orland Park",0.564
2021-06-13,"Orland Park",0.573
2021-05-02,"Palatine",0.421
2021-05-09,"Palatine",0.449
2021-05-16,"Palatine",0.478
2021-05-23,"Palatine",0.497
2021-05-30,"Palatine",0.509
2021-06-06,"Palatine",0.528
2021-06-13,"Palatine",0.54
2021-05-02,"Palos Heights",0.543
2021-05-09,"Palos Heights",0.568
2021-05-16,"Palos Heights",0.583
2021-05-23,"Palos Heights",0.592
2021-05-30,"Palos Heights",0.599
2021-06-06,"Palos Heights",0.609
2021-06-13,"Palos Heights",0.616
2021-05-02,"Palos Hills",0.305
2021-05-09,"Palos Hills",0.329
2021-05-16,"Palos Hills",0.348
2021-05-23,"Palos Hills",0.359
2021-05-30,"Palos Hills",0.366
2021-06-06,"Palos Hills",0.378
2021-06-13,"Palos Hills",0.384
2021-05-02,"Palos Park",0.939
2021-05-09,"Palos Park",0.982
2021-05-02,"Park Forest",0.286
2021-05-09,"Park Forest",0.309
2021-05-16,"Park Forest",0.325
2021-05-23,"Park Forest",0.334
2021-05-30,"Park Forest",0.344
2021-06-06,"Park Forest",0.355
2021-06-13,"Park Forest",0.363
2021-05-02,"Park Ridge",0.488
2021-05-09,"Park Ridge",0.512
2021-05-16,"Park Ridge",0.532
2021-05-23,"Park Ridge",0.543
2021-05-30,"Park Ridge",0.559
2021-06-06,"Park Ridge",0.575
2021-06-13,"Park Ridge",0.59
2021-05-02,"Phoenix",0.203
2021-05-09,"Phoenix",0.213
2021-05-16,"Phoenix",0.224
2021-05-23,"Phoenix",0.232
2021-05-30,"Phoenix",0.237
2021-06-06,"Phoenix",0.243
2021-06-13,"Phoenix",0.249
2021-05-02,"Posen",0.23
2021-05-09,"Posen",0.259
2021-05-16,"Posen",0.281
2021-05-23,"Posen",0.293
2021-05-30,"Posen",0.309
2021-06-06,"Posen",0.318
2021-06-13,"Posen",0.328
2021-05-02,"Prospect Heights",0.335
2021-05-09,"Prospect Heights",0.36
2021-05-16,"Prospect Heights",0.391
2021-05-23,"Prospect Heights",0.409
2021-05-30,"Prospect Heights",0.423
2021-06-06,"Prospect Heights",0.439
2021-06-13,"Prospect Heights",0.451
2021-05-02,"Richton Park",0.246
2021-05-09,"Richton Park",0.268
2021-05-16,"Richton Park",0.284
2021-05-23,"Richton Park",0.292
2021-05-30,"Richton Park",0.302
2021-06-06,"Richton Park",0.311
2021-06-13,"Richton Park",0.318
2021-05-02,"River Forest",0.507
2021-05-09,"River Forest",0.526
2021-05-16,"River Forest",0.539
2021-05-23,"River Forest",0.547
2021-05-30,"River Forest",0.568
2021-06-06,"River Forest",0.582
2021-06-13,"River Forest",0.587
2021-05-02,"River Grove",0.29
2021-05-09,"River Grove",0.315
2021-05-16,"River Grove",0.335
2021-05-23,"River Grove",0.347
2021-05-30,"River Grove",0.359
2021-06-06,"River Grove",0.373
2021-06-13,"River Grove",0.383
2021-05-02,"Riverdale",0.139
2021-05-09,"Riverdale",0.152
2021-05-16,"Riverdale",0.161
2021-05-23,"Riverdale",0.167
2021-05-30,"Riverdale",0.174
2021-06-06,"Riverdale",0.182
2021-06-13,"Riverdale",0.188
2021-05-02,"Riverside",0.6
2021-05-09,"Riverside",0.634
2021-05-16,"Riverside",0.662
