"date","city","pct_complete_vax"
2021-05-23,"Riverside",0.676
2021-05-30,"Riverside",0.705
2021-06-06,"Riverside",0.727
2021-06-13,"Riverside",0.741
2021-05-02,"Robbins",0.209
2021-05-09,"Robbins",0.222
2021-05-16,"Robbins",0.236
2021-05-23,"Robbins",0.244
2021-05-30,"Robbins",0.251
2021-06-06,"Robbins",0.259
2021-06-13,"Robbins",0.266
2021-05-02,"Rolling Meadows",0.353
2021-05-09,"Rolling Meadows",0.382
2021-05-16,"Rolling Meadows",0.414
2021-05-23,"Rolling Meadows",0.43
2021-05-30,"Rolling Meadows",0.441
2021-06-06,"Rolling Meadows",0.455
2021-06-13,"Rolling Meadows",0.468
2021-05-02,"Roselle",0.409
2021-05-09,"Roselle",0.439
2021-05-16,"Roselle",0.462
2021-05-23,"Roselle",0.475
2021-05-30,"Roselle",0.485
2021-06-06,"Roselle",0.501
2021-06-13,"Roselle",0.511
2021-05-02,"Rosemont",0.297
2021-05-09,"Rosemont",0.32
2021-05-16,"Rosemont",0.349
2021-05-23,"Rosemont",0.367
2021-05-30,"Rosemont",0.384
2021-06-06,"Rosemont",0.396
2021-06-13,"Rosemont",0.406
2021-05-02,"Sauk Village",0.151
2021-05-09,"Sauk Village",0.163
2021-05-16,"Sauk Village",0.174
2021-05-23,"Sauk Village",0.181
2021-05-30,"Sauk Village",0.188
2021-06-06,"Sauk Village",0.196
2021-06-13,"Sauk Village",0.202
2021-05-02,"Schaumburg",0.417
2021-05-09,"Schaumburg",0.45
2021-05-16,"Schaumburg",0.483
2021-05-23,"Schaumburg",0.498
2021-05-30,"Schaumburg",0.511
2021-06-06,"Schaumburg",0.525
2021-06-13,"Schaumburg",0.536
2021-05-02,"Schiller Park",0.255
2021-05-09,"Schiller Park",0.28
2021-05-16,"Schiller Park",0.303
2021-05-23,"Schiller Park",0.318
2021-05-30,"Schiller Park",0.329
2021-06-06,"Schiller Park",0.346
2021-06-13,"Schiller Park",0.359
2021-05-02,"South Barrington",0.52
2021-05-09,"South Barrington",0.54
2021-05-16,"South Barrington",0.56
2021-05-23,"South Barrington",0.57
2021-05-30,"South Barrington",0.582
2021-06-06,"South Barrington",0.596
2021-06-13,"South Barrington",0.606
2021-05-02,"South Chicago Heights",0.222
2021-05-09,"South Chicago Heights",0.243
2021-05-16,"South Chicago Heights",0.255
2021-05-23,"South Chicago Heights",0.263
2021-05-30,"South Chicago Heights",0.27
2021-06-06,"South Chicago Heights",0.281
2021-06-13,"South Chicago Heights",0.289
2021-05-02,"South Holland",0.314
2021-05-09,"South Holl",0.333
2021-05-16,"South Holl",0.348
2021-05-23,"South Holl",0.357
2021-05-30,"South Holl",0.366
2021-06-06,"South Holl",0.375
2021-06-13,"South Holl",0.382
2021-05-02,"Steger",0.281
2021-05-09,"Steger",0.301
2021-05-16,"Steger",0.314
2021-05-23,"Steger",0.321
2021-05-30,"Steger",0.327
2021-06-06,"Steger",0.332
2021-06-13,"Steger",0.34
2021-05-02,"Stone Park",0.239
2021-05-09,"Stone Park",0.262
2021-05-16,"Stone Park",0.284
2021-05-23,"Stone Park",0.301
2021-05-30,"Stone Park",0.312
2021-06-06,"Stone Park",0.326
2021-06-13,"Stone Park",0.338
2021-05-02,"Streamwood",0.336
2021-05-09,"Streamwood",0.368
2021-05-16,"Streamwood",0.398
2021-05-23,"Streamwood",0.414
2021-05-30,"Streamwood",0.428
2021-06-06,"Streamwood",0.442
2021-06-13,"Streamwood",0.453
2021-05-02,"Summit",0.255
2021-05-09,"Summit",0.302
2021-05-16,"Summit",0.336
2021-05-23,"Summit",0.349
2021-05-30,"Summit",0.359
2021-06-06,"Summit",0.375
2021-06-13,"Summit",0.385
2021-05-02,"Thornton",0.313
2021-05-09,"Thornton",0.331
2021-05-16,"Thornton",0.349
2021-05-23,"Thornton",0.356
2021-05-30,"Thornton",0.37
2021-06-06,"Thornton",0.374
2021-06-13,"Thornton",0.382
2021-05-02,"Tinley Park",0.449
2021-05-09,"Tinley Park",0.476
2021-05-16,"Tinley Park",0.494
2021-05-23,"Tinley Park",0.504
2021-05-30,"Tinley Park",0.514
2021-06-06,"Tinley Park",0.525
2021-06-13,"Tinley Park",0.534
2021-05-30,"University",0.095
2021-06-06,"University",0.095
2021-05-02,"Westchester",0.475
2021-05-09,"Westchester",0.498
2021-05-16,"Westchester",0.515
2021-05-23,"Westchester",0.528
2021-05-30,"Westchester",0.537
2021-06-06,"Westchester",0.552
2021-06-13,"Westchester",0.559
2021-05-02,"Western Springs",0.519
2021-05-09,"Western Springs",0.54
2021-05-16,"Western Springs",0.558
2021-05-23,"Western Springs",0.57
2021-05-30,"Western Springs",0.58
2021-06-06,"Western Springs",0.598
2021-06-13,"Western Springs",0.61
2021-05-02,"Wheeling",0.361
2021-05-09,"Wheeling",0.388
2021-05-16,"Wheeling",0.422
2021-05-23,"Wheeling",0.443
2021-05-30,"Wheeling",0.459
2021-06-06,"Wheeling",0.477
2021-06-13,"Wheeling",0.49
2021-05-02,"Willow Springs",0.369
2021-05-09,"Willow Springs",0.392
2021-05-16,"Willow Springs",0.412
2021-05-23,"Willow Springs",0.424
2021-05-30,"Willow Springs",0.432
2021-06-06,"Willow Springs",0.44
2021-06-13,"Willow Springs",0.448
2021-05-02,"Wilmette",0.513
2021-05-09,"Wilmette",0.541
2021-05-16,"Wilmette",0.558
2021-05-23,"Wilmette",0.569
2021-05-30,"Wilmette",0.595
2021-06-06,"Wilmette",0.611
2021-06-13,"Wilmette",0.618
2021-05-02,"Winnetka",0.497
2021-05-09,"Winnetka",0.524
2021-05-16,"Winnetka",0.542
2021-05-23,"Winnetka",0.555
2021-05-30,"Winnetka",0.58
2021-06-06,"Winnetka",0.6
2021-06-13,"Winnetka",0.608
2021-05-02,"Worth",0.253
2021-05-09,"Worth",0.278
2021-05-16,"Worth",0.297
2021-05-23,"Worth",0.309
2021-05-30,"Worth",0.317
2021-06-06,"Worth",0.333
2021-06-13,"Worth",0.342
