county,tract,state,placefp14,stab,cntyname,placefp,placenm,placenm14,pop10,afact
17031,4402.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",2999,1
17031,4403.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4757,1
17031,4406.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2080,1
17031,4407.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1545,1
17031,4408.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1800,1
17031,4409.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2610,1
17031,4503.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3615,1
17031,4601.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3405,1
17031,4602.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2385,1
17031,4603.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",3404,1
17031,4603.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",3803,1
17031,4604.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3705,1
17031,4605.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5789,1
17031,4606.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1183,1
17031,4607.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3314,1
17031,4610.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1496,1
17031,4701.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2916,1
17031,4801.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2033,1
17031,4802.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1229,1
17031,4803.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1468,1
17031,4804.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5876,1
17031,4805.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3206,1
17031,4903.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2033,1
17031,4904.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1059,1
17031,4905.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2242,1
17031,4906.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1562,1
17031,4907.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3085,1
17031,4908.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4007,1
17031,4909.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",3891,1
17031,4909.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",5086,1
17031,4910.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5247,1
17031,4911.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4514,1
17031,4912.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2444,1
17031,4913.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2886,1
17031,4914.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2931,1
17031,5001.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3644,1
17031,5002.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2015,1
17031,5003.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1666,1
17031,5101.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3530,1
17031,5102.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2986,1
17031,5103.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5360,1
17031,5201.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2075,1
17031,5202.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3817,1
17031,5203.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6215,1
17031,5204.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4090,1
17031,5205.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4301,1
17031,5206.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2544,1
17031,5301.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2371,1
17031,5302.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5152,1
17031,5303.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4273,1
17031,5304.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2223,1
17031,5305.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",5402,1
17031,5305.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",1667,1
17031,5305.03,17,14000,IL,Cook IL, , ,"Chicago city, IL",5345,1
17031,5306.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3207,1
17031,5401.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",3373,1
17031,5401.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",3109,1
17031,5501.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6628,1
17031,5502.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2798,1
17031,5601.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1473,1
17031,5602.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1721,1
17031,5603.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3187,1
17031,5604.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1516,1
17031,5607.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3484,1
17031,5608.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5411,1
17031,5609.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5093,1
17031,5610.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5161,1
17031,5611.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5407,1
17031,5701.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1257,1
17031,5702.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1943,1
17031,5703.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6116,1
17031,5704.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1615,1
17031,5705.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2462,1
17031,5801.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2989,1
17031,5802.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3515,1
17031,5803.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2426,1
17031,5804.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4795,1
17031,5805.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",5067,1
17031,5805.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",5349,1
17031,5806.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5531,1
17031,5807.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6137,1
17031,5808.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2061,1
17031,5905.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1672,1
17031,5906.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3564,1
17031,5907.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3100,1
17031,6004.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3891,1
17031,6006.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2738,1
17031,6007.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2545,1
17031,6009.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3699,1
17031,6103.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5658,1
17031,6104.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2213,1
17031,6108.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1393,1
17031,6110.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1098,1
17031,6111.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2922,1
17031,6112.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2824,1
17031,6113.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3556,1
17031,6114.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4105,1
17031,6115.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3567,1
17031,6116.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1609,1
17031,6117.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1990,1
17031,6118.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2139,1
17031,6119.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2045,1
17031,6120.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1545,1
17031,6121.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1470,1
17031,6201.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4289,1
17031,6202.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2223,1
17031,6203.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6399,1
17031,6204.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5198,1
17031,6301.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1156,1
17031,6302.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1931,1
17031,6303.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5521,1
17031,6304.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",7083,1
17031,6305.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6364,1
17031,6308.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",7107,1
17031,6309.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5363,1
17031,6401.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1211,1
17031,6403.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6463,1
17031,6404.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3190,1
17031,6405.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3491,1
17031,6406.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3912,1
17031,6407.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3156,1
17031,6408.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1716,1
17031,6501.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4816,1
17031,6502.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",7320,1
17031,6503.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",5711,1
17031,6503.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",4344,1
17031,6504.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6743,1
17031,6505.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4421,1
17031,6603.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",1785,1
17031,6603.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",5527,1
17031,6604.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5960,1
17031,6605.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5534,1
17031,6606.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6333,1
17031,6607.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2366,1
17031,6608.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5865,1
17031,6609.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4232,1
17031,6610.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5706,1
17031,6611.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6542,1
17031,6701.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1516,1
17031,6702.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1380,1
17031,6703.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1411,1
17031,6704.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1956,1
17031,6705.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1321,1
17031,6706.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1650,1
17031,6707.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1491,1
17031,6708.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1635,1
17031,6709.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1351,1
17031,6711.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1259,1
17031,6712.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1252,1
17031,6713.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2688,1
17031,6714.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2072,1
17031,6715.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3221,1
17031,6716.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2495,1
17031,6718.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1422,1
17031,6719.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1378,1
17031,6720.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3735,1
17031,6805.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1481,1
17031,6806.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1431,1
17031,6809.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4019,1
17031,6810.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3498,1
17031,6811.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3517,1
17031,6812.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2716,1
17031,6813.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2936,1
17031,6814.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3247,1
17031,6903.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2191,1
17031,6904.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3464,1
17031,6905.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",877,1
17031,6909.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4520,1
17031,6910.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2492,1
17031,6911.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3266,1
17031,6912.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2847,1
17031,6913.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2448,1
17031,6914.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3611,1
17031,6915.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1930,1
17031,7001.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3427,1
17031,7002.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6609,1
17031,7003.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",5728,1
17031,7003.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",5319,1
17031,7004.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",5923,1
17031,7004.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",3914,1
17031,7005.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",7125,1
17031,7005.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",3036,1
17031,7101.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1275,1
17031,7102.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5049,1
17031,7103.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1414,1
17031,7104.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5651,1
17031,7105.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4123,1
17031,7106.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1838,1
17031,7107.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3583,1
17031,7108.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5338,1
17031,7109.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2198,1
17031,7110.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3475,1
17031,7111.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2835,1
17031,7112.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5145,1
17031,7113.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1626,1
17031,7114.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2654,1
17031,7115.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2539,1
17031,7201.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3300,1
17031,7202.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4016,1
17031,7203.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3723,1
17031,7204.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1924,1
17031,7205.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2166,1
17031,7206.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1756,1
17031,7207.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3149,1
17031,7301.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2424,1
17031,7302.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",5941,1
17031,7302.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",3115,1
17031,7303.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1166,1
17031,7304.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3514,1
17031,7305.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4388,1
17031,7306.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3614,1
17031,7307.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2331,1
17031,7401.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3048,1
17031,7402.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6547,1
17031,7403.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4713,1
17031,7404.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4785,1
17031,7501.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4147,1
17031,7502.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3227,1
17031,7503.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2530,1
17031,7504.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3009,1
17031,7505.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5936,1
17031,7506.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3681,1
17031,7608.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",4047,1
17031,7608.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",2276,1
17031,7608.03,17,14000,IL,Cook IL, , ,"Chicago city, IL",6236,1
17031,7706.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",1,0.0002
17031,7709.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",196,0.0557
17031,8104.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",281,0.0525
17031,8214.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",11,0.0031
17031,8233.04,17,14000,IL,Cook IL, , ,"Chicago city, IL",14,0.0024
17031,8305.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4660,1
17031,8306.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5005,1
17031,8307.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4247,1
17031,8308.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2391,1
17031,8309.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2877,1
17031,8310.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2138,1
17031,8311.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",7453,1
17031,8312.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5021,1
17031,8313.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1280,1
17031,8314.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2964,1
17031,8315.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4079,1
17031,8316.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",7270,1
17031,8317.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2075,1
17031,8318.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6322,1
17031,8319.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2717,1
17031,8320.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1798,1
17031,8321.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3297,1
17031,8322.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2940,1
17031,8323.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1870,1
17031,8324.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3181,1
17031,8325.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3606,1
17031,8326.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3727,1
17031,8329.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2212,1
17031,8330.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2768,1
17031,8331.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6895,1
17031,8333.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2278,1
17031,8339.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2714,1
17031,8340.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3632,1
17031,8342.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4944,1
17031,8343.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6570,1
17031,8344.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3772,1
17031,8345.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1475,1
17031,8346.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3778,1
17031,8347.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2078,1
17031,8348.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1953,1
17031,8349.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2272,1
17031,8350.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5778,1
17031,8351.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5369,1
17031,8352.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2060,1
17031,8355.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1677,1
17031,8356.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1199,1
17031,8358.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1576,1
17031,8359.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3271,1
17031,8360.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2177,1
17031,8361.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1761,1
17031,8362.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1529,1
17031,8363.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1288,1
17031,8364.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2979,1
17031,8365.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1496,1
17031,8366.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2997,1
17031,8367.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2397,1
17031,8368.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2661,1
17031,8369.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1442,1
17031,8370.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2085,1
17031,8371.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1819,1
17031,8373.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2483,1
17031,8374.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2279,1
17031,8378.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2796,1
17031,8380.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2561,1
17031,8381.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1713,1
17031,8382.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1578,1
17031,8383.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1631,1
17031,8386.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1598,1
17031,8387.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4484,1
17031,8388.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3233,1
17031,8390.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",7311,1
17031,8391.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4350,1
17031,8392.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2545,1
17031,8395.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1545,1
17031,8396.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1952,1
17031,8397.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4326,1
17031,8398.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2730,1
17031,8399.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4080,1
17031,8400.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2695,1
17031,8401.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2935,1
17031,8402.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2338,1
17031,8403.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3950,1
17031,8404.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3326,1
17031,8407.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4249,1
17031,8408.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3716,1
17031,8410.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",849,1
17031,8411.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",7254,1
17031,8412.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5262,1
17031,8413.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4463,1
17031,8414.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1559,1
17031,8415.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2962,1
17031,8416.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1166,1
17031,8417.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1442,1
17031,8418.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2505,1
17031,8419.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4865,1
17031,8420.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2744,1
17031,8421.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6731,1
17031,8422.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2603,1
17031,8423.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3244,1
17031,8424.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3304,1
17031,8425.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2451,1
17031,8426.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4133,1
17031,8428.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",7498,1
17031,8429.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2341,1
17031,8430.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2378,1
17031,8431.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1892,1
17031,8432.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2780,1
17031,8433.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1228,1
17031,8434.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1451,1
17031,8435.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",11309,1
17031,8436.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2807,1
17031,8437.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2117,1
17031,8438.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2110,1
17031,8439.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3533,1
17031,8286.01,17,14026,IL,Cook IL, , ,"Chicago Heights city, IL",54,0.0129
17031,8287.01,17,14026,IL,Cook IL, , ,"Chicago Heights city, IL",643,0.1579
17031,8288.01,17,14026,IL,Cook IL, , ,"Chicago Heights city, IL",2766,0.5567
17031,8288.02,17,14026,IL,Cook IL, , ,"Chicago Heights city, IL",2871,0.945
17031,8289.00,17,14026,IL,Cook IL, , ,"Chicago Heights city, IL",3920,1
17031,8290.00,17,14026,IL,Cook IL, , ,"Chicago Heights city, IL",1327,1
17031,8291.00,17,14026,IL,Cook IL, , ,"Chicago Heights city, IL",4144,1
17031,8292.00,17,14026,IL,Cook IL, , ,"Chicago Heights city, IL",5951,1
