county,tract,state,placefp14,stab,cntyname,placefp,placenm,placenm14,pop10,afact
17031,701.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",2413,1
17031,701.03,17,14000,IL,Cook IL, , ,"Chicago city, IL",1709,1
17031,702.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3900,1
17031,703.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3367,1
17031,704.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2984,1
17031,705.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2928,1
17031,706.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2981,1
17031,707.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3481,1
17031,710.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4442,1
17031,711.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2944,1
17031,712.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1906,1
17031,713.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3513,1
17031,714.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4570,1
17031,715.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5768,1
17031,716.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1783,1
17031,717.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1652,1
17031,718.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2646,1
17031,801.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6013,1
17031,802.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",3287,1
17031,802.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",3498,1
17031,803.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4315,1
17031,804.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4317,1
17031,810.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",7546,1
17031,811.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3640,1
17031,812.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",4059,1
17031,812.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",2995,1
17031,813.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4884,1
17031,814.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",2279,1
17031,814.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",4243,1
17031,814.03,17,14000,IL,Cook IL, , ,"Chicago city, IL",6229,1
17031,815.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4379,1
17031,816.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3545,1
17031,817.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3102,1
17031,818.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6866,1
17031,819.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1053,1
17031,901.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3405,1
17031,902.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6477,0.9867
17031,903.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1305,0.9512
17031,1001.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5313,1
17031,1002.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6749,1
17031,1003.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6177,1
17031,1004.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3066,1
17031,1005.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5779,1
17031,1006.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4832,1
17031,1007.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4826,1
17031,1101.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5254,1
17031,1102.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2828,1
17031,1103.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5161,1
17031,1104.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4352,1
17031,1105.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",4639,1
17031,1105.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",3214,1
17031,1201.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4198,1
17031,1202.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4430,1
17031,1203.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6365,1
17031,1204.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3515,1
17031,1301.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5133,1
17031,1302.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1412,1
17031,1303.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5064,1
17031,1401.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3729,1
17031,1402.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5965,1
17031,1403.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",2891,1
17031,1403.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",4345,1
17031,1404.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6805,1
17031,1405.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3679,1
17031,1406.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",2786,1
17031,1406.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",5397,1
17031,1407.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",2933,1
17031,1407.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",6187,1
17031,1408.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6825,1
17031,1502.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",7540,1
17031,1503.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",7198,1
17031,1504.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",4793,1
17031,1504.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",3886,1
17031,1505.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",3648,1
17031,1505.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",4205,1
17031,1506.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4163,1
17031,1507.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4608,1
17031,1508.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5280,1
17031,1510.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",2819,1
17031,1510.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",4567,1
17031,1511.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5458,1
17031,1512.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3884,1
17031,1601.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2485,1
17031,1602.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3443,1
17031,1603.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3785,1
17031,1604.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4768,1
17031,1605.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",4188,1
17031,1605.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",3550,1
17031,1606.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",3490,1
17031,1606.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",3589,1
17031,1607.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5893,1
17031,1608.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5148,1
17031,1609.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2405,1
17031,1610.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1707,1
17031,1611.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1861,1
17031,1612.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2930,1
17031,1613.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4117,1
17031,1701.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1752,1
17031,1702.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3892,1
17031,1703.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5129,1
17031,1704.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3870,1
17031,1705.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4980,1
17031,1706.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2498,1
17031,1707.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2980,1
17031,1708.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3721,1
17031,1709.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1713,1
17031,1710.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",7287,1
17031,1711.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4110,1
17031,1801.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6156,1
17031,1901.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2488,1
17031,1902.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5853,1
17031,1903.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5794,1
17031,1904.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",4257,1
17031,1904.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",5458,1
17031,1906.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",4545,1
17031,1906.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",5516,1
17031,1907.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",2955,1
17031,1907.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",4869,1
17031,1908.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6632,1
17031,1909.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2040,1
17031,1910.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2559,1
17031,1911.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",7414,1
17031,1912.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3853,1
17031,1913.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",5397,1
17031,1913.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",5034,1
17031,2001.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4354,1
17031,2002.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5427,1
17031,2003.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2209,1
17031,2004.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",3603,1
17031,2004.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",4396,1
17031,2101.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4028,1
17031,2104.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3035,1
17031,2105.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",3900,1
17031,2105.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",4486,1
17031,2106.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",3104,1
17031,2106.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",4683,1
17031,2107.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4309,1
17031,2108.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1196,1
17031,2109.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3068,1
17031,2203.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2102,1
17031,2204.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2495,1
17031,2205.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2626,1
17031,2206.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",1766,1
17031,2206.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",5064,1
17031,2207.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",3437,1
17031,2207.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",4060,1
17031,2209.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",3498,1
17031,2209.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",3371,1
17031,2210.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2923,1
17031,2211.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4870,1
17031,2212.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2860,1
17031,2213.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3222,1
17031,2214.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3020,1
17031,2215.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2829,1
17031,2216.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2969,1
17031,2222.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1912,1
17031,2225.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1410,1
17031,2226.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1602,1
17031,2227.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2235,1
17031,2228.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1074,1
17031,2229.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1244,1
17031,2301.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1623,1
17031,2302.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2107,1
17031,2303.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1024,1
17031,2304.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2609,1
17031,2305.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3570,1
17031,2306.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6818,1
17031,2307.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6364,1
17031,2308.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1314,1
17031,2309.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5399,1
17031,2311.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1236,1
17031,2312.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6095,1
17031,2315.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6039,1
17031,2402.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1452,1
17031,2403.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1317,1
17031,2405.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2251,1
17031,2406.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1457,1
17031,2407.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1535,1
17031,2408.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1617,1
17031,2409.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1182,1
17031,2410.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2047,1
17031,2411.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3682,1
17031,2412.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1696,1
17031,2413.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1857,1
17031,2414.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4595,1
17031,2415.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2872,1
17031,2416.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3477,1
17031,2420.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4565,1
17031,2421.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3648,1
17031,2422.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3590,1
17031,2423.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3240,1
17031,2424.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2764,1
17031,2425.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3438,1
17031,2426.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5831,1
17031,2427.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2029,1
17031,2428.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1436,1
17031,2429.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1670,1
17031,2430.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2204,1
17031,2431.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2242,1
17031,2432.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2170,1
17031,2433.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2386,1
17031,2434.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3001,1
17031,2435.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2937,1
17031,2502.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2669,1
17031,2503.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4725,1
17031,2504.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5887,1
17031,2505.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",7538,1
17031,2506.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4422,1
17031,2507.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6098,1
17031,2508.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2488,1
17031,2510.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1181,1
17031,2511.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4302,1
17031,2512.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4196,1
17031,2513.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4921,1
17031,2514.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3983,1
17031,2515.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4784,1
17031,2516.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3649,1
17031,2517.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1495,1
17031,2518.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5112,1
17031,2519.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5731,1
17031,2520.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5719,1
17031,2521.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",1370,1
17031,2521.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",6438,1
17031,2522.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",2953,1
17031,2522.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",4609,1
17031,2601.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1248,1
17031,2602.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1136,1
17031,2603.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1564,1
17031,2604.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1271,1
17031,2605.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1934,1
17031,2606.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2478,1
17031,2607.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2032,1
17031,2608.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2539,1
17031,2609.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1480,1
17031,2610.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2319,1
17031,2705.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1689,1
17031,2712.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1170,1
17031,2713.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1045,1
17031,2714.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1527,1
17031,2715.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1397,1
17031,2718.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",970,1
17031,2801.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4872,1
17031,2804.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1366,1
17031,2808.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",755,1
17031,2809.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",942,1
17031,2819.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4844,1
17031,2827.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2349,1
17031,2828.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1691,1
17031,2831.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2703,1
17031,2832.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1664,1
17031,2838.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3688,1
17031,2909.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4530,1
17031,2912.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2240,1
17031,2916.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1055,1
17031,2922.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2961,1
17031,2924.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2268,1
17031,2925.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4140,1
17031,3005.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3257,1
17031,3006.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3212,1
17031,3007.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5194,1
17031,3008.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4610,1
17031,3009.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5050,1
17031,3011.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2617,1
17031,3012.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4012,1
17031,3016.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4654,1
17031,3017.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",4381,1
17031,3017.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",4045,1
17031,3018.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",4005,1
17031,3018.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",3518,1
17031,3018.03,17,14000,IL,Cook IL, , ,"Chicago city, IL",5357,1
17031,3102.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1336,1
17031,3103.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1697,1
17031,3104.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1332,1
17031,3105.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1700,1
17031,3106.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5868,1
17031,3107.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1692,1
17031,3108.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4516,1
17031,3109.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5123,1
17031,3201.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",10848,1
17031,3204.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2518,1
17031,3206.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4256,1
17031,3301.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",16735,1
17031,3302.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3806,1
17031,3403.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1786,1
17031,3404.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1900,1
17031,3405.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1544,1
17031,3406.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",907,1
17031,3501.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2144,1
17031,3504.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",389,1
17031,3510.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3267,1
17031,3511.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1960,1
17031,3514.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1437,1
17031,3515.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",255,1
17031,3602.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1443,1
17031,3801.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1924,1
17031,3802.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1680,1
17031,3805.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",752,1
17031,3807.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1243,1
17031,3812.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2167,1
17031,3814.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1612,1
17031,3815.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",237,1
17031,3818.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1188,1
17031,3819.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1295,1
17031,3901.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1268,1
17031,3902.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1840,1
17031,3903.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2743,1
17031,3904.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2934,1
17031,3905.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1598,1
17031,3906.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1866,1
17031,3907.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",5592,1
17031,4003.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1567,1
17031,4004.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1955,1
17031,4005.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2258,1
17031,4008.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2701,1
17031,4101.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1802,1
17031,4102.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1443,1
17031,4105.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2557,1
17031,4106.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2327,1
17031,4107.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2154,1
17031,4108.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2662,1
17031,4109.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2838,1
17031,4110.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3309,1
17031,4111.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2132,1
17031,4112.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1640,1
17031,4201.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1441,1
17031,4202.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1723,1
17031,4203.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2488,1
17031,4204.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1329,1
17031,4205.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2624,1
17031,4206.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2219,1
17031,4207.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3261,1
17031,4208.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2213,1
17031,4212.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1380,1
17031,4301.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",3689,1
17031,4301.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",2963,1
17031,4302.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",4680,1
17031,4303.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2336,1
17031,4304.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2892,1
17031,4305.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3604,1
17031,4306.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1665,1
17031,4307.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",2210,1
17031,4308.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1763,1
17031,4309.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",1814,1
17031,4312.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",3078,1
17031,4313.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",3545,1
17031,4313.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",4166,1
17031,4314.00,17,14000,IL,Cook IL, , ,"Chicago city, IL",6418,1
17031,4401.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",3746,1
17031,4401.02,17,14000,IL,Cook IL, , ,"Chicago city, IL",3127,1
17031,4402.01,17,14000,IL,Cook IL, , ,"Chicago city, IL",5060,1
