city,week_start,cases,weekly_case_rate_per_100k,total_with_at_least_one_vaccine_dose,percent_with_at_least_one_vaccine_dose,total_with_complete_vaccine_series,percent_with_complete_vaccine_series
Lincolnwood,3/14/21,19,151,4802,38.1,3077,24.4
Lincolnwood,3/21/21,28,222,5400,42.9,3395,27
Lincolnwood,3/28/21,35,278,5890,46.8,3780,30
Lincolnwood,4/4/21,26,207,6367,50.6,4330,34.4
Lincolnwood,4/11/21,27,214,6839,54.3,4910,39
Lincolnwood,4/18/21,21,167,7166,56.9,5332,42.4
Lincolnwood,4/25/21,19,151,7461,59.3,5689,45.2
Lincolnwood,5/2/21,15,119,7623,60.5,6017,47.8
Lynwood,1/26/20,0,0,0,0,0,0
Lynwood,2/2/20,0,0,0,0,0,0
Lynwood,2/9/20,0,0,0,0,0,0
Lynwood,2/16/20,0,0,0,0,0,0
Lynwood,2/23/20,0,0,0,0,0,0
Lynwood,3/1/20,0,0,0,0,0,0
Lynwood,3/8/20,0,0,0,0,0,0
Lynwood,3/15/20,0,0,0,0,0,0
Lynwood,3/22/20,15,167,0,0,0,0
Lynwood,3/29/20,15,167,0,0,0,0
Lynwood,4/5/20,16,178,0,0,0,0
Lynwood,4/12/20,10,111,0,0,0,0
Lynwood,4/19/20,14,155,0,0,0,0
Lynwood,4/26/20,16,178,0,0,0,0
Lynwood,5/3/20,11,122,0,0,0,0
Lynwood,5/10/20,6,67,0,0,0,0
Lynwood,5/17/20,7,78,0,0,0,0
Lynwood,5/24/20,NA,NA,0,0,0,0
Lynwood,5/31/20,NA,NA,0,0,0,0
Lynwood,6/7/20,0,0,0,0,0,0
Lynwood,6/14/20,6,67,0,0,0,0
Lynwood,6/21/20,7,78,0,0,0,0
Lynwood,6/28/20,NA,NA,0,0,0,0
Lynwood,7/5/20,8,89,0,0,0,0
Lynwood,7/12/20,10,111,0,0,0,0
Lynwood,7/19/20,13,144,0,0,0,0
Lynwood,7/26/20,12,133,0,0,0,0
Lynwood,8/2/20,8,89,0,0,0,0
Lynwood,8/9/20,9,100,0,0,0,0
Lynwood,8/16/20,9,100,0,0,0,0
Lynwood,8/23/20,10,111,0,0,0,0
Lynwood,8/30/20,5,56,0,0,0,0
Lynwood,9/6/20,NA,NA,0,0,0,0
Lynwood,9/13/20,10,111,0,0,0,0
Lynwood,9/20/20,10,111,0,0,0,0
Lynwood,9/27/20,5,56,0,0,0,0
Lynwood,10/4/20,9,100,0,0,0,0
Lynwood,10/11/20,10,111,0,0,0,0
Lynwood,10/18/20,15,167,0,0,0,0
Lynwood,10/25/20,30,333,0,0,0,0
Lynwood,11/1/20,26,289,0,0,0,0
Lynwood,11/8/20,53,588,0,0,0,0
Lynwood,11/15/20,45,500,0,0,0,0
Lynwood,11/22/20,48,533,0,0,0,0
Lynwood,11/29/20,46,511,0,0,0,0
Lynwood,12/6/20,49,544,0,0,0,0
Lynwood,12/13/20,24,266,11,0.1,0,0
Lynwood,12/20/20,19,211,34,0.4,0,0
Lynwood,12/27/20,23,255,63,0.7,0,0
Lynwood,1/3/21,34,377,93,1,10,0.1
Lynwood,1/10/21,12,133,141,1.6,32,0.4
Lynwood,1/17/21,14,155,193,2.1,49,0.5
Lynwood,1/24/21,14,155,314,3.5,81,0.9
Lynwood,1/31/21,7,78,517,5.7,118,1.3
Lynwood,2/7/21,NA,NA,679,7.5,165,1.8
Lynwood,2/14/21,6,67,796,8.8,232,2.6
Lynwood,2/21/21,12,133,936,10.4,398,4.4
Lynwood,2/28/21,NA,NA,1091,12.1,550,6.1
Lynwood,3/7/21,NA,NA,1399,15.5,776,8.6
Lynwood,3/14/21,NA,NA,1644,18.3,927,10.3
Lynwood,3/21/21,8,89,1888,21,1102,12.2
Lynwood,3/28/21,20,222,2256,25,1291,14.3
Lynwood,4/4/21,13,144,2652,29.4,1593,17.7
Lynwood,4/11/21,22,244,2862,31.8,1795,19.9
Lynwood,4/18/21,31,344,3042,33.8,2080,23.1
Lynwood,4/25/21,24,266,3159,35.1,2393,26.6
Lynwood,5/2/21,17,189,3258,36.2,2557,28.4
Lyons,1/26/20,0,0,0,0,0,0
Lyons,2/2/20,0,0,0,0,0,0
Lyons,2/9/20,0,0,0,0,0,0
Lyons,2/16/20,0,0,0,0,0,0
Lyons,2/23/20,0,0,0,0,0,0
Lyons,3/1/20,0,0,0,0,0,0
Lyons,3/8/20,0,0,0,0,0,0
Lyons,3/15/20,0,0,0,0,0,0
Lyons,3/22/20,0,0,0,0,0,0
Lyons,3/29/20,6,56,0,0,0,0
Lyons,4/5/20,13,121,0,0,0,0
Lyons,4/12/20,13,121,0,0,0,0
Lyons,4/19/20,21,196,0,0,0,0
Lyons,4/26/20,17,158,0,0,0,0
Lyons,5/3/20,23,214,0,0,0,0
Lyons,5/10/20,29,270,0,0,0,0
Lyons,5/17/20,26,242,0,0,0,0
Lyons,5/24/20,22,205,0,0,0,0
Lyons,5/31/20,8,75,0,0,0,0
Lyons,6/7/20,5,47,0,0,0,0
Lyons,6/14/20,5,47,0,0,0,0
Lyons,6/21/20,6,56,0,0,0,0
Lyons,6/28/20,6,56,0,0,0,0
Lyons,7/5/20,NA,NA,0,0,0,0
Lyons,7/12/20,6,56,0,0,0,0
Lyons,7/19/20,6,56,0,0,0,0
Lyons,7/26/20,13,121,0,0,0,0
Lyons,8/2/20,21,196,0,0,0,0
Lyons,8/9/20,23,214,0,0,0,0
Lyons,8/16/20,13,121,0,0,0,0
Lyons,8/23/20,14,130,0,0,0,0
Lyons,8/30/20,13,121,0,0,0,0
Lyons,9/6/20,9,84,0,0,0,0
Lyons,9/13/20,10,93,0,0,0,0
Lyons,9/20/20,9,84,0,0,0,0
Lyons,9/27/20,9,84,0,0,0,0
Lyons,10/4/20,12,112,0,0,0,0
Lyons,10/11/20,32,298,0,0,0,0
Lyons,10/18/20,32,298,0,0,0,0
Lyons,10/25/20,53,494,0,0,0,0
Lyons,11/1/20,62,578,0,0,0,0
Lyons,11/8/20,106,988,0,0,0,0
Lyons,11/15/20,73,680,0,0,0,0
Lyons,11/22/20,51,475,0,0,0,0
Lyons,11/29/20,67,624,0,0,0,0
Lyons,12/6/20,54,503,0,0,0,0
Lyons,12/13/20,55,513,23,0.2,0,0
Lyons,12/20/20,36,336,66,0.6,0,0
Lyons,12/27/20,21,196,114,1.1,0,0
Lyons,1/3/21,37,345,155,1.4,29,0.3
Lyons,1/10/21,24,224,202,1.9,64,0.6
Lyons,1/17/21,22,205,338,3.2,86,0.8
Lyons,1/24/21,27,252,436,4.1,124,1.2
Lyons,1/31/21,11,103,653,6.1,168,1.6
Lyons,2/7/21,10,93,858,8,217,2
Lyons,2/14/21,NA,NA,988,9.2,351,3.3
Lyons,2/21/21,NA,NA,1145,10.7,497,4.6
Lyons,2/28/21,12,112,1373,12.8,668,6.2
Lyons,3/7/21,NA,NA,1652,15.4,880,8.2
Lyons,3/14/21,8,75,1947,18.1,1038,9.7
Lyons,3/21/21,12,112,2338,21.8,1190,11.1
Lyons,3/28/21,28,261,2706,25.2,1467,13.7
Lyons,4/4/21,24,224,3158,29.4,1820,17
Lyons,4/11/21,23,214,3551,33.1,2120,19.8
Lyons,4/18/21,22,205,3874,36.1,2468,23
Lyons,4/25/21,15,140,4111,38.3,2778,25.9
Lyons,5/2/21,8,75,4268,39.8,3097,28.9
Markham,1/26/20,0,0,0,0,0,0
Markham,2/2/20,0,0,0,0,0,0
Markham,2/9/20,0,0,0,0,0,0
Markham,2/16/20,0,0,0,0,0,0
Markham,2/23/20,0,0,0,0,0,0
Markham,3/1/20,0,0,0,0,0,0
Markham,3/8/20,0,0,0,0,0,0
Markham,3/15/20,NA,NA,0,0,0,0
Markham,3/22/20,17,136,0,0,0,0
Markham,3/29/20,22,176,0,0,0,0
Markham,4/5/20,25,200,0,0,0,0
Markham,4/12/20,27,216,0,0,0,0
Markham,4/19/20,25,200,0,0,0,0
Markham,4/26/20,30,240,0,0,0,0
Markham,5/3/20,10,80,0,0,0,0
Markham,5/10/20,18,144,0,0,0,0
Markham,5/17/20,15,120,0,0,0,0
Markham,5/24/20,16,128,0,0,0,0
Markham,5/31/20,11,88,0,0,0,0
Markham,6/7/20,6,48,0,0,0,0
Markham,6/14/20,NA,NA,0,0,0,0
Markham,6/21/20,6,48,0,0,0,0
Markham,6/28/20,12,96,0,0,0,0
Markham,7/5/20,8,64,0,0,0,0
Markham,7/12/20,10,80,0,0,0,0
Markham,7/19/20,12,96,0,0,0,0
Markham,7/26/20,22,176,0,0,0,0
Markham,8/2/20,9,72,0,0,0,0
Markham,8/9/20,16,128,0,0,0,0
Markham,8/16/20,6,48,0,0,0,0
Markham,8/23/20,9,72,0,0,0,0
Markham,8/30/20,8,64,0,0,0,0
Markham,9/6/20,11,88,0,0,0,0
Markham,9/13/20,5,40,0,0,0,0
Markham,9/20/20,10,80,0,0,0,0
Markham,9/27/20,10,80,0,0,0,0
Markham,10/4/20,NA,NA,0,0,0,0
Markham,10/11/20,26,208,0,0,0,0
Markham,10/18/20,29,232,0,0,0,0
Markham,10/25/20,32,256,0,0,0,0
Markham,11/1/20,40,320,0,0,0,0
Markham,11/8/20,61,488,0,0,0,0
Markham,11/15/20,44,352,0,0,0,0
Markham,11/22/20,40,320,0,0,0,0
Markham,11/29/20,47,376,0,0,0,0
Markham,12/6/20,53,424,0,0,0,0
Markham,12/13/20,28,224,11,0.1,0,0
Markham,12/20/20,27,216,24,0.2,0,0
Markham,12/27/20,21,168,45,0.4,0,0
Markham,1/3/21,34,272,60,0.5,11,0.1
Markham,1/10/21,36,288,94,0.8,23,0.2
Markham,1/17/21,21,168,139,1.1,32,0.3
Markham,1/24/21,22,176,244,2,56,0.4
Markham,1/31/21,12,96,414,3.3,75,0.6
Markham,2/7/21,16,128,594,4.7,118,0.9
Markham,2/14/21,8,64,692,5.5,182,1.5
Markham,2/21/21,NA,NA,819,6.5,336,2.7
Markham,2/28/21,10,80,970,7.8,501,4
Markham,3/7/21,6,48,1309,10.5,737,5.9
Markham,3/14/21,13,104,1574,12.6,911,7.3
Markham,3/21/21,12,96,1784,14.3,1097,8.8
Markham,3/28/21,22,176,2104,16.8,1278,10.2
Markham,4/4/21,31,248,2427,19.4,1541,12.3
Markham,4/11/21,25,200,2820,22.5,1747,14
Markham,4/18/21,23,184,3098,24.8,1939,15.5
Markham,4/25/21,25,200,3253,26,2175,17.4
Markham,5/2/21,13,104,3389,27.1,2379,19
Matteson,1/26/20,0,0,0,0,0,0
Matteson,2/2/20,0,0,0,0,0,0
Matteson,2/9/20,0,0,0,0,0,0
Matteson,2/16/20,0,0,0,0,0,0
Matteson,2/23/20,NA,NA,0,0,0,0
Matteson,3/1/20,0,0,0,0,0,0
Matteson,3/8/20,NA,NA,0,0,0,0
Matteson,3/15/20,5,26,0,0,0,0
Matteson,3/22/20,40,210,0,0,0,0
Matteson,3/29/20,45,237,0,0,0,0
Matteson,4/5/20,31,163,0,0,0,0
Matteson,4/12/20,33,174,0,0,0,0
Matteson,4/19/20,45,237,0,0,0,0
Matteson,4/26/20,52,274,0,0,0,0
Matteson,5/3/20,16,84,0,0,0,0
Matteson,5/10/20,19,100,0,0,0,0
Matteson,5/17/20,29,153,0,0,0,0
Matteson,5/24/20,13,68,0,0,0,0
Matteson,5/31/20,17,89,0,0,0,0
Matteson,6/7/20,13,68,0,0,0,0
Matteson,6/14/20,8,42,0,0,0,0
Matteson,6/21/20,20,105,0,0,0,0
Matteson,6/28/20,9,47,0,0,0,0
Matteson,7/5/20,23,121,0,0,0,0
Matteson,7/12/20,15,79,0,0,0,0
Matteson,7/19/20,24,126,0,0,0,0
Matteson,7/26/20,32,168,0,0,0,0
Matteson,8/2/20,23,121,0,0,0,0
Matteson,8/9/20,26,137,0,0,0,0
Matteson,8/16/20,33,174,0,0,0,0
Matteson,8/23/20,22,116,0,0,0,0
Matteson,8/30/20,20,105,0,0,0,0
Matteson,9/6/20,12,63,0,0,0,0
Matteson,9/13/20,14,74,0,0,0,0
Matteson,9/20/20,18,95,0,0,0,0
Matteson,9/27/20,21,110,0,0,0,0
Matteson,10/4/20,25,132,0,0,0,0
Matteson,10/11/20,31,163,0,0,0,0
Matteson,10/18/20,60,316,0,0,0,0
Matteson,10/25/20,77,405,0,0,0,0
Matteson,11/1/20,99,521,0,0,0,0
Matteson,11/8/20,84,442,0,0,0,0
Matteson,11/15/20,91,479,0,0,0,0
Matteson,11/22/20,64,337,0,0,0,0
Matteson,11/29/20,78,410,0,0,0,0
Matteson,12/6/20,64,337,0,0,0,0
Matteson,12/13/20,46,242,50,0.3,0,0
Matteson,12/20/20,44,231,109,0.6,0,0
Matteson,12/27/20,54,284,185,1,0,0
Matteson,1/3/21,67,352,267,1.4,54,0.3
Matteson,1/10/21,50,263,375,2,105,0.6
Matteson,1/17/21,40,210,557,2.9,154,0.8
Matteson,1/24/21,43,226,886,4.7,227,1.2
Matteson,1/31/21,16,84,1329,7,301,1.6
Matteson,2/7/21,12,63,1831,9.6,461,2.4
Matteson,2/14/21,12,63,2221,11.7,640,3.4
Matteson,2/21/21,11,58,2642,13.9,1026,5.4
Matteson,2/28/21,15,79,3100,16.3,1445,7.6
Matteson,3/7/21,18,95,4158,21.9,2328,12.2
Matteson,3/14/21,22,116,4795,25.2,2862,15.1
Matteson,3/21/21,24,126,5369,28.2,3332,17.5
Matteson,3/28/21,30,158,5969,31.4,3890,20.5
Matteson,4/4/21,55,289,6893,36.3,4875,25.6
Matteson,4/11/21,42,221,7623,40.1,5418,28.5
Matteson,4/18/21,29,153,8167,43,5883,30.9
Matteson,4/25/21,62,326,8473,44.6,6299,33.1
Matteson,5/2/21,32,168,8714,45.8,6810,35.8
Maywood,1/26/20,0,0,0,0,0,0
Maywood,2/2/20,0,0,0,0,0,0
Maywood,2/9/20,0,0,0,0,0,0
Maywood,2/16/20,0,0,0,0,0,0
Maywood,2/23/20,0,0,0,0,0,0
Maywood,3/1/20,0,0,0,0,0,0
Maywood,3/8/20,0,0,0,0,0,0
Maywood,3/15/20,NA,NA,0,0,0,0
Maywood,3/22/20,15,62,0,0,0,0
Maywood,3/29/20,36,149,0,0,0,0
Maywood,4/5/20,39,162,0,0,0,0
Maywood,4/12/20,41,170,0,0,0,0
Maywood,4/19/20,51,212,0,0,0,0
Maywood,4/26/20,63,262,0,0,0,0
Maywood,5/3/20,51,212,0,0,0,0
Maywood,5/10/20,60,249,0,0,0,0
Maywood,5/17/20,63,262,0,0,0,0
Maywood,5/24/20,44,183,0,0,0,0
Maywood,5/31/20,28,116,0,0,0,0
Maywood,6/7/20,11,46,0,0,0,0
Maywood,6/14/20,12,50,0,0,0,0
Maywood,6/21/20,16,66,0,0,0,0
Maywood,6/28/20,10,42,0,0,0,0
Maywood,7/5/20,12,50,0,0,0,0
Maywood,7/12/20,22,91,0,0,0,0
Maywood,7/19/20,28,116,0,0,0,0
Maywood,7/26/20,18,75,0,0,0,0
Maywood,8/2/20,25,104,0,0,0,0
Maywood,8/9/20,26,108,0,0,0,0
Maywood,8/16/20,15,62,0,0,0,0
Maywood,8/23/20,14,58,0,0,0,0
Maywood,8/30/20,13,54,0,0,0,0
Maywood,9/6/20,14,58,0,0,0,0
Maywood,9/13/20,28,116,0,0,0,0
Maywood,9/20/20,16,66,0,0,0,0
Maywood,9/27/20,19,79,0,0,0,0
Maywood,10/4/20,18,75,0,0,0,0
Maywood,10/11/20,24,100,0,0,0,0
Maywood,10/18/20,42,174,0,0,0,0
Maywood,10/25/20,68,282,0,0,0,0
Maywood,11/1/20,89,369,0,0,0,0
Maywood,11/8/20,145,602,0,0,0,0
Maywood,11/15/20,167,693,0,0,0,0
Maywood,11/22/20,115,477,0,0,0,0
Maywood,11/29/20,119,494,0,0,0,0
Maywood,12/6/20,112,465,0,0,0,0
Maywood,12/13/20,110,457,21,0.1,0,0
Maywood,12/20/20,53,220,78,0.3,0,0
Maywood,12/27/20,64,266,141,0.6,0,0
Maywood,1/3/21,73,303,205,0.9,24,0.1
Maywood,1/10/21,55,228,286,1.2,71,0.3
Maywood,1/17/21,43,178,391,1.6,102,0.4
Maywood,1/24/21,36,149,556,2.3,158,0.7
Maywood,1/31/21,34,141,903,3.7,216,0.9
Maywood,2/7/21,31,129,1286,5.3,308,1.3
Maywood,2/14/21,13,54,1511,6.3,440,1.8
Maywood,2/21/21,16,66,1849,7.7,661,2.7
Maywood,2/28/21,15,62,2213,9.2,949,3.9
Maywood,3/7/21,21,87,2792,11.6,1346,5.6
Maywood,3/14/21,16,66,3484,14.5,1676,7
Maywood,3/21/21,31,129,4248,17.6,1999,8.3
Maywood,3/28/21,37,154,5402,22.4,2769,11.5
Maywood,4/4/21,52,216,6150,25.5,3417,14.2
Maywood,4/11/21,60,249,6724,27.9,4021,16.7
Maywood,4/18/21,56,232,7383,30.6,4669,19.4
Maywood,4/25/21,49,203,7786,32.3,5196,21.6
Maywood,5/2/21,27,112,8140,33.8,5624,23.3
McCook,1/26/20,0,0,0,0,0,0
McCook,2/2/20,0,0,0,0,0,0
McCook,2/9/20,0,0,0,0,0,0
McCook,2/16/20,0,0,0,0,0,0
McCook,2/23/20,0,0,0,0,0,0
McCook,3/1/20,0,0,0,0,0,0
McCook,3/8/20,0,0,0,0,0,0
McCook,3/15/20,0,0,0,0,0,0
McCook,3/22/20,0,0,0,0,0,0
McCook,3/29/20,0,0,0,0,0,0
McCook,4/5/20,0,0,0,0,0,0
McCook,4/12/20,0,0,0,0,0,0
McCook,4/19/20,0,0,0,0,0,0
McCook,4/26/20,NA,NA,0,0,0,0
McCook,5/3/20,0,0,0,0,0,0
McCook,5/10/20,0,0,0,0,0,0
McCook,5/17/20,0,0,0,0,0,0
McCook,5/24/20,0,0,0,0,0,0
McCook,5/31/20,NA,NA,0,0,0,0
McCook,6/7/20,0,0,0,0,0,0
McCook,6/14/20,0,0,0,0,0,0
McCook,6/21/20,0,0,0,0,0,0
McCook,6/28/20,0,0,0,0,0,0
McCook,7/5/20,0,0,0,0,0,0
McCook,7/12/20,0,0,0,0,0,0
McCook,7/19/20,NA,NA,0,0,0,0
McCook,7/26/20,NA,NA,0,0,0,0
McCook,8/2/20,0,0,0,0,0,0
McCook,8/9/20,0,0,0,0,0,0
McCook,8/16/20,0,0,0,0,0,0
McCook,8/23/20,0,0,0,0,0,0
McCook,8/30/20,0,0,0,0,0,0
McCook,9/6/20,NA,NA,0,0,0,0
McCook,9/13/20,0,0,0,0,0,0
McCook,9/20/20,0,0,0,0,0,0
McCook,9/27/20,0,0,0,0,0,0
McCook,10/4/20,NA,NA,0,0,0,0
McCook,10/11/20,NA,NA,0,0,0,0
McCook,10/18/20,0,0,0,0,0,0
McCook,10/25/20,0,0,0,0,0,0
McCook,11/1/20,NA,NA,0,0,0,0
McCook,11/8/20,6,2632,0,0,0,0
McCook,11/15/20,NA,NA,0,0,0,0
McCook,11/22/20,0,0,0,0,0,0
McCook,11/29/20,NA,NA,0,0,0,0
McCook,12/6/20,NA,NA,0,0,0,0
McCook,12/13/20,NA,NA,0,0,0,0
McCook,12/20/20,0,0,NA,NA,0,0
McCook,12/27/20,NA,NA,NA,NA,0,0
McCook,1/3/21,NA,NA,NA,NA,NA,NA
McCook,1/10/21,5,2193,NA,NA,NA,NA
McCook,1/17/21,NA,NA,NA,NA,NA,NA
McCook,1/24/21,0,0,NA,NA,NA,NA
McCook,1/31/21,0,0,22,9.6,7,3.1
McCook,2/7/21,NA,NA,31,13.6,7,3.1
McCook,2/14/21,NA,NA,36,15.8,NA,NA
McCook,2/21/21,0,0,NA,NA,14,6.1
McCook,2/28/21,0,0,49,21.5,NA,NA
McCook,3/7/21,NA,NA,NA,NA,30,13.2
McCook,3/14/21,NA,NA,58,25.4,NA,NA
McCook,3/21/21,NA,NA,70,30.7,41,18
McCook,3/28/21,0,0,81,35.5,49,21.5
McCook,4/4/21,0,0,NA,NA,54,23.7
McCook,4/11/21,0,0,99,43.4,61,26.8
McCook,4/18/21,0,0,109,47.8,NA,NA
McCook,4/25/21,0,0,115,50.4,71,31.1
McCook,5/2/21,NA,NA,NA,NA,80,35.1
Melrose Park,1/26/20,0,0,0,0,0,0
Melrose Park,2/2/20,0,0,0,0,0,0
Melrose Park,2/9/20,0,0,0,0,0,0
Melrose Park,2/16/20,0,0,0,0,0,0
Melrose Park,2/23/20,0,0,0,0,0,0
Melrose Park,3/1/20,0,0,0,0,0,0
Melrose Park,3/8/20,0,0,0,0,0,0
Melrose Park,3/15/20,0,0,0,0,0,0
Melrose Park,3/22/20,10,39,0,0,0,0
Melrose Park,3/29/20,34,134,0,0,0,0
Melrose Park,4/5/20,44,173,0,0,0,0
Melrose Park,4/12/20,85,335,0,0,0,0
Melrose Park,4/19/20,116,456,0,0,0,0
Melrose Park,4/26/20,169,665,0,0,0,0
Melrose Park,5/3/20,147,578,0,0,0,0
Melrose Park,5/10/20,120,472,0,0,0,0
Melrose Park,5/17/20,113,445,0,0,0,0
Melrose Park,5/24/20,80,315,0,0,0,0
Melrose Park,5/31/20,61,240,0,0,0,0
Melrose Park,6/7/20,42,165,0,0,0,0
Melrose Park,6/14/20,31,122,0,0,0,0
Melrose Park,6/21/20,16,63,0,0,0,0
Melrose Park,6/28/20,20,79,0,0,0,0
Melrose Park,7/5/20,13,51,0,0,0,0
Melrose Park,7/12/20,17,67,0,0,0,0
Melrose Park,7/19/20,22,87,0,0,0,0
Melrose Park,7/26/20,34,134,0,0,0,0
Melrose Park,8/2/20,54,213,0,0,0,0
Melrose Park,8/9/20,68,268,0,0,0,0
Melrose Park,8/16/20,62,244,0,0,0,0
Melrose Park,8/23/20,52,205,0,0,0,0
Melrose Park,8/30/20,26,102,0,0,0,0
Melrose Park,9/6/20,41,161,0,0,0,0
Melrose Park,9/13/20,37,146,0,0,0,0
Melrose Park,9/20/20,46,181,0,0,0,0
Melrose Park,9/27/20,34,134,0,0,0,0
Melrose Park,10/4/20,63,248,0,0,0,0
Melrose Park,10/11/20,90,354,0,0,0,0
Melrose Park,10/18/20,127,500,0,0,0,0
Melrose Park,10/25/20,207,815,0,0,0,0
Melrose Park,11/1/20,251,988,0,0,0,0
Melrose Park,11/8/20,311,1224,0,0,0,0
Melrose Park,11/15/20,281,1106,0,0,0,0
Melrose Park,11/22/20,213,838,0,0,0,0
Melrose Park,11/29/20,291,1145,0,0,0,0
Melrose Park,12/6/20,236,929,0,0,0,0
Melrose Park,12/13/20,188,740,47,0.2,0,0
Melrose Park,12/20/20,134,527,107,0.4,0,0
Melrose Park,12/27/20,127,500,202,0.8,0,0
Melrose Park,1/3/21,188,740,310,1.2,57,0.2
Melrose Park,1/10/21,111,437,455,1.8,106,0.4
Melrose Park,1/17/21,100,394,635,2.5,156,0.6
Melrose Park,1/24/21,84,331,1017,4,236,0.9
Melrose Park,1/31/21,41,161,1588,6.2,357,1.4
Melrose Park,2/7/21,36,142,2285,9,492,1.9
Melrose Park,2/14/21,23,91,2700,10.6,815,3.2
Melrose Park,2/21/21,19,75,3415,13.4,1184,4.7
Melrose Park,2/28/21,20,79,3930,15.5,1704,6.7
Melrose Park,3/7/21,22,87,4820,19,2401,9.4
Melrose Park,3/14/21,28,110,6026,23.7,3173,12.5
Melrose Park,3/21/21,25,98,7429,29.2,3644,14.3
Melrose Park,3/28/21,40,157,9096,35.8,4510,17.7
Melrose Park,4/4/21,52,205,10561,41.6,5709,22.5
Melrose Park,4/11/21,51,201,11735,46.2,6817,26.8
Melrose Park,4/18/21,60,236,12801,50.4,8026,31.6
Melrose Park,4/25/21,34,134,13719,54,9108,35.8
Melrose Park,5/2/21,42,165,14480,57,9935,39.1
Merrionette Park,1/26/20,0,0,0,0,0,0
Merrionette Park,2/2/20,0,0,0,0,0,0
Merrionette Park,2/9/20,0,0,0,0,0,0
Merrionette Park,2/16/20,0,0,0,0,0,0
Merrionette Park,2/23/20,0,0,0,0,0,0
Merrionette Park,3/1/20,0,0,0,0,0,0
Merrionette Park,3/8/20,0,0,0,0,0,0
Merrionette Park,3/15/20,0,0,0,0,0,0
Merrionette Park,3/22/20,0,0,0,0,0,0
Merrionette Park,3/29/20,NA,NA,0,0,0,0
Merrionette Park,4/5/20,NA,NA,0,0,0,0
Merrionette Park,4/12/20,NA,NA,0,0,0,0
Merrionette Park,4/19/20,NA,NA,0,0,0,0
Merrionette Park,4/26/20,7,368,0,0,0,0
Merrionette Park,5/3/20,NA,NA,0,0,0,0
Merrionette Park,5/10/20,NA,NA,0,0,0,0
Merrionette Park,5/17/20,0,0,0,0,0,0
Merrionette Park,5/24/20,0,0,0,0,0,0
Merrionette Park,5/31/20,NA,NA,0,0,0,0
Merrionette Park,6/7/20,0,0,0,0,0,0
Merrionette Park,6/14/20,0,0,0,0,0,0
Merrionette Park,6/21/20,0,0,0,0,0,0
Merrionette Park,6/28/20,NA,NA,0,0,0,0
Merrionette Park,7/5/20,0,0,0,0,0,0
Merrionette Park,7/12/20,NA,NA,0,0,0,0
Merrionette Park,7/19/20,0,0,0,0,0,0
Merrionette Park,7/26/20,0,0,0,0,0,0
Merrionette Park,8/2/20,NA,NA,0,0,0,0
Merrionette Park,8/9/20,NA,NA,0,0,0,0
Merrionette Park,8/16/20,NA,NA,0,0,0,0
Merrionette Park,8/23/20,0,0,0,0,0,0
Merrionette Park,8/30/20,NA,NA,0,0,0,0
Merrionette Park,9/6/20,0,0,0,0,0,0
Merrionette Park,9/13/20,0,0,0,0,0,0
Merrionette Park,9/20/20,0,0,0,0,0,0
Merrionette Park,9/27/20,NA,NA,0,0,0,0
Merrionette Park,10/4/20,NA,NA,0,0,0,0
Merrionette Park,10/11/20,NA,NA,0,0,0,0
Merrionette Park,10/18/20,5,263,0,0,0,0
Merrionette Park,10/25/20,11,579,0,0,0,0
Merrionette Park,11/1/20,5,263,0,0,0,0
Merrionette Park,11/8/20,10,526,0,0,0,0
Merrionette Park,11/15/20,11,579,0,0,0,0
Merrionette Park,11/22/20,13,684,0,0,0,0
Merrionette Park,11/29/20,13,684,0,0,0,0
Merrionette Park,12/6/20,8,421,0,0,0,0
Merrionette Park,12/13/20,NA,NA,7,0.4,0,0
Merrionette Park,12/20/20,NA,NA,17,0.9,0,0
Merrionette Park,12/27/20,6,316,27,1.4,0,0
Merrionette Park,1/3/21,NA,NA,41,2.2,8,0.4
Merrionette Park,1/10/21,NA,NA,48,2.5,17,0.9
Merrionette Park,1/17/21,NA,NA,65,3.4,NA,NA
Merrionette Park,1/24/21,6,316,81,4.3,30,1.6
Merrionette Park,1/31/21,NA,NA,118,6.2,39,2.1
Merrionette Park,2/7/21,NA,NA,156,8.2,50,2.6
Merrionette Park,2/14/21,0,0,180,9.5,59,3.1
Merrionette Park,2/21/21,0,0,209,11,90,4.7
Merrionette Park,2/28/21,0,0,258,13.6,120,6.3
Merrionette Park,3/7/21,0,0,298,15.7,157,8.3
Merrionette Park,3/14/21,NA,NA,364,19.2,188,9.9
Merrionette Park,3/21/21,5,263,427,22.5,228,12
Merrionette Park,3/28/21,NA,NA,481,25.3,275,14.5
Merrionette Park,4/4/21,NA,NA,547,28.8,336,17.7
Merrionette Park,4/11/21,0,0,603,31.7,407,21.4
Merrionette Park,4/18/21,5,263,668,35.2,457,24.1
Merrionette Park,4/25/21,8,421,691,36.4,492,25.9
Merrionette Park,5/2/21,0,0,717,37.7,524,27.6
Midlothian,1/26/20,0,0,0,0,0,0
Midlothian,2/2/20,0,0,0,0,0,0
Midlothian,2/9/20,0,0,0,0,0,0
Midlothian,2/16/20,0,0,0,0,0,0
Midlothian,2/23/20,0,0,0,0,0,0
Midlothian,3/1/20,0,0,0,0,0,0
Midlothian,3/8/20,0,0,0,0,0,0
Midlothian,3/15/20,NA,NA,0,0,0,0
Midlothian,3/22/20,8,54,0,0,0,0
