city,week_start,cases,weekly_case_rate_per_100k,total_with_at_least_one_vaccine_dose,percent_with_at_least_one_vaccine_dose,total_with_complete_vaccine_series,percent_with_complete_vaccine_series
Alsip,1/26/20,0,0,0,0,0,0
Alsip,2/2/20,0,0,0,0,0,0
Alsip,2/9/20,0,0,0,0,0,0
Alsip,2/16/20,0,0,0,0,0,0
Alsip,2/23/20,0,0,0,0,0,0
Alsip,3/1/20,0,0,0,0,0,0
Alsip,3/8/20,0,0,0,0,0,0
Alsip,3/15/20,NA,NA,0,0,0,0
Alsip,3/22/20,6,31,0,0,0,0
Alsip,3/29/20,6,31,0,0,0,0
Alsip,4/5/20,22,114,0,0,0,0
Alsip,4/12/20,28,145,0,0,0,0
Alsip,4/19/20,25,130,0,0,0,0
Alsip,4/26/20,31,161,0,0,0,0
Alsip,5/3/20,30,156,0,0,0,0
Alsip,5/10/20,28,145,0,0,0,0
Alsip,5/17/20,29,150,0,0,0,0
Alsip,5/24/20,18,93,0,0,0,0
Alsip,5/31/20,14,73,0,0,0,0
Alsip,6/7/20,NA,NA,0,0,0,0
Alsip,6/14/20,5,26,0,0,0,0
Alsip,6/21/20,9,47,0,0,0,0
Alsip,6/28/20,9,47,0,0,0,0
Alsip,7/5/20,12,62,0,0,0,0
Alsip,7/12/20,21,109,0,0,0,0
Alsip,7/19/20,18,93,0,0,0,0
Alsip,7/26/20,12,62,0,0,0,0
Alsip,8/2/20,17,88,0,0,0,0
Alsip,8/9/20,27,140,0,0,0,0
Alsip,8/16/20,16,83,0,0,0,0
Alsip,8/23/20,23,119,0,0,0,0
Alsip,8/30/20,37,192,0,0,0,0
Alsip,9/6/20,11,57,0,0,0,0
Alsip,9/13/20,13,67,0,0,0,0
Alsip,9/20/20,19,99,0,0,0,0
Alsip,9/27/20,28,145,0,0,0,0
Alsip,10/4/20,37,192,0,0,0,0
Alsip,10/11/20,58,301,0,0,0,0
Alsip,10/18/20,66,342,0,0,0,0
Alsip,10/25/20,89,462,0,0,0,0
Alsip,11/1/20,101,524,0,0,0,0
Alsip,11/8/20,149,773,0,0,0,0
Alsip,11/15/20,122,633,0,0,0,0
Alsip,11/22/20,94,488,0,0,0,0
Alsip,11/29/20,128,664,0,0,0,0
Alsip,12/6/20,79,410,0,0,0,0
Alsip,12/13/20,59,306,64,0.3,0,0
Alsip,12/20/20,49,254,140,0.7,0,0
Alsip,12/27/20,71,368,226,1.2,0,0
Alsip,1/3/21,70,363,293,1.5,81,0.4
Alsip,1/10/21,65,337,408,2.1,136,0.7
Alsip,1/17/21,38,197,562,2.9,173,0.9
Alsip,1/24/21,33,171,1046,5.4,233,1.2
Alsip,1/31/21,28,145,1452,7.5,323,1.7
Alsip,2/7/21,15,78,1844,9.6,538,2.8
Alsip,2/14/21,15,78,2194,11.4,753,3.9
Alsip,2/21/21,13,67,2490,12.9,1171,6.1
Alsip,2/28/21,9,47,2863,14.9,1499,7.8
Alsip,3/7/21,6,31,3355,17.4,1958,10.2
Alsip,3/14/21,23,119,3876,20.1,2350,12.2
Alsip,3/21/21,37,192,4495,23.3,2706,14
Alsip,3/28/21,41,213,5146,26.7,3084,16
Alsip,4/4/21,43,223,5887,30.5,3768,19.5
Alsip,4/11/21,31,161,6660,34.5,4327,22.4
Alsip,4/18/21,38,197,7240,37.6,4821,25
Alsip,4/25/21,23,119,7550,39.2,5273,27.4
Alsip,5/2/21,27,140,7788,40.4,5676,29.4
Arlington Heights,1/26/20,0,0,0,0,0,0
Arlington Heights,2/2/20,0,0,0,0,0,0
Arlington Heights,2/9/20,0,0,0,0,0,0
Arlington Heights,2/16/20,0,0,0,0,0,0
Arlington Heights,2/23/20,0,0,0,0,0,0
Arlington Heights,3/1/20,NA,NA,0,0,0,0
Arlington Heights,3/8/20,0,0,0,0,0,0
Arlington Heights,3/15/20,5,7,0,0,0,0
Arlington Heights,3/22/20,11,15,0,0,0,0
Arlington Heights,3/29/20,25,33,0,0,0,0
Arlington Heights,4/5/20,32,43,0,0,0,0
Arlington Heights,4/12/20,26,35,0,0,0,0
Arlington Heights,4/19/20,46,61,0,0,0,0
Arlington Heights,4/26/20,59,79,0,0,0,0
Arlington Heights,5/3/20,75,100,0,0,0,0
Arlington Heights,5/10/20,45,60,0,0,0,0
Arlington Heights,5/17/20,77,103,0,0,0,0
Arlington Heights,5/24/20,55,73,0,0,0,0
Arlington Heights,5/31/20,33,44,0,0,0,0
Arlington Heights,6/7/20,20,27,0,0,0,0
Arlington Heights,6/14/20,14,19,0,0,0,0
Arlington Heights,6/21/20,38,51,0,0,0,0
Arlington Heights,6/28/20,25,33,0,0,0,0
Arlington Heights,7/5/20,34,45,0,0,0,0
Arlington Heights,7/12/20,34,45,0,0,0,0
Arlington Heights,7/19/20,43,57,0,0,0,0
Arlington Heights,7/26/20,22,29,0,0,0,0
Arlington Heights,8/2/20,38,51,0,0,0,0
Arlington Heights,8/9/20,54,72,0,0,0,0
Arlington Heights,8/16/20,58,77,0,0,0,0
Arlington Heights,8/23/20,80,107,0,0,0,0
Arlington Heights,8/30/20,59,79,0,0,0,0
Arlington Heights,9/6/20,41,55,0,0,0,0
Arlington Heights,9/13/20,61,81,0,0,0,0
Arlington Heights,9/20/20,60,80,0,0,0,0
Arlington Heights,9/27/20,54,72,0,0,0,0
Arlington Heights,10/4/20,71,95,0,0,0,0
Arlington Heights,10/11/20,100,133,0,0,0,0
Arlington Heights,10/18/20,159,212,0,0,0,0
Arlington Heights,10/25/20,200,266,0,0,0,0
Arlington Heights,11/1/20,356,474,0,0,0,0
Arlington Heights,11/8/20,479,638,0,0,0,0
Arlington Heights,11/15/20,395,526,0,0,0,0
Arlington Heights,11/22/20,288,383,0,0,0,0
Arlington Heights,11/29/20,361,481,0,0,0,0
Arlington Heights,12/6/20,303,403,0,0,0,0
Arlington Heights,12/13/20,215,286,577,0.8,0,0
Arlington Heights,12/20/20,216,288,866,1.2,0,0
Arlington Heights,12/27/20,212,282,1354,1.8,0,0
Arlington Heights,1/3/21,302,402,2055,2.7,622,0.8
Arlington Heights,1/10/21,183,244,3098,4.1,853,1.1
Arlington Heights,1/17/21,170,226,3936,5.2,1031,1.4
Arlington Heights,1/24/21,124,165,6480,8.6,1776,2.4
Arlington Heights,1/31/21,96,128,9398,12.5,2519,3.4
Arlington Heights,2/7/21,94,125,12520,16.7,3238,4.3
Arlington Heights,2/14/21,66,88,14750,19.6,4675,6.2
Arlington Heights,2/21/21,65,87,16589,22.1,7455,9.9
Arlington Heights,2/28/21,47,63,18606,24.8,10241,13.6
Arlington Heights,3/7/21,51,68,21466,28.6,14117,18.8
Arlington Heights,3/14/21,63,84,25214,33.6,16172,21.5
Arlington Heights,3/21/21,83,111,28909,38.5,17493,23.3
Arlington Heights,3/28/21,130,173,33787,45,19548,26
Arlington Heights,4/4/21,109,145,37525,50,23941,31.9
Arlington Heights,4/11/21,109,145,41101,54.7,27484,36.6
Arlington Heights,4/18/21,93,124,43839,58.4,31332,41.7
Arlington Heights,4/25/21,83,111,46042,61.3,34067,45.4
Arlington Heights,5/2/21,61,81,47125,62.7,36260,48.3
Barrington,1/26/20,0,0,0,0,0,0
Barrington,2/2/20,0,0,0,0,0,0
Barrington,2/9/20,0,0,0,0,0,0
Barrington,2/16/20,0,0,0,0,0,0
Barrington,2/23/20,0,0,0,0,0,0
Barrington,3/1/20,0,0,0,0,0,0
Barrington,3/8/20,0,0,0,0,0,0
Barrington,3/15/20,NA,NA,0,0,0,0
Barrington,3/22/20,NA,NA,0,0,0,0
Barrington,3/29/20,NA,NA,0,0,0,0
Barrington,4/5/20,NA,NA,0,0,0,0
Barrington,4/12/20,NA,NA,0,0,0,0
Barrington,4/19/20,NA,NA,0,0,0,0
Barrington,4/26/20,NA,NA,0,0,0,0
Barrington,5/3/20,5,89,0,0,0,0
Barrington,5/10/20,6,107,0,0,0,0
Barrington,5/17/20,6,107,0,0,0,0
Barrington,5/24/20,NA,NA,0,0,0,0
Barrington,5/31/20,5,89,0,0,0,0
Barrington,6/7/20,6,107,0,0,0,0
Barrington,6/14/20,NA,NA,0,0,0,0
Barrington,6/21/20,5,89,0,0,0,0
Barrington,6/28/20,NA,NA,0,0,0,0
Barrington,7/5/20,6,107,0,0,0,0
Barrington,7/12/20,10,178,0,0,0,0
Barrington,7/19/20,8,142,0,0,0,0
Barrington,7/26/20,13,231,0,0,0,0
Barrington,8/2/20,6,107,0,0,0,0
Barrington,8/9/20,6,107,0,0,0,0
Barrington,8/16/20,6,107,0,0,0,0
Barrington,8/23/20,9,160,0,0,0,0
Barrington,8/30/20,7,124,0,0,0,0
Barrington,9/6/20,8,142,0,0,0,0
Barrington,9/13/20,8,142,0,0,0,0
Barrington,9/20/20,7,124,0,0,0,0
Barrington,9/27/20,NA,NA,0,0,0,0
Barrington,10/4/20,9,160,0,0,0,0
Barrington,10/11/20,21,373,0,0,0,0
Barrington,10/18/20,19,337,0,0,0,0
Barrington,10/25/20,34,604,0,0,0,0
Barrington,11/1/20,24,426,0,0,0,0
Barrington,11/8/20,69,1225,0,0,0,0
Barrington,11/15/20,53,941,0,0,0,0
Barrington,11/22/20,41,728,0,0,0,0
Barrington,11/29/20,41,728,0,0,0,0
Barrington,12/6/20,56,994,0,0,0,0
Barrington,12/13/20,25,444,97,1.7,0,0
Barrington,12/20/20,26,462,141,2.5,0,0
Barrington,12/27/20,21,373,181,3.2,0,0
Barrington,1/3/21,30,533,288,5.1,101,1.8
Barrington,1/10/21,26,462,353,6.3,135,2.4
Barrington,1/17/21,13,231,446,7.9,150,2.7
Barrington,1/24/21,17,302,632,11.2,252,4.5
Barrington,1/31/21,17,302,1109,19.7,284,5
Barrington,2/7/21,11,195,1519,27,336,6
Barrington,2/14/21,7,124,1727,30.7,464,8.2
Barrington,2/21/21,6,107,1980,35.2,746,13.2
Barrington,2/28/21,7,124,2176,38.6,1142,20.3
Barrington,3/7/21,9,160,2476,44,1580,28.1
Barrington,3/14/21,10,178,2874,51,1839,32.7
Barrington,3/21/21,16,284,3271,58.1,2012,35.7
Barrington,3/28/21,31,551,3810,67.7,2253,40
Barrington,4/4/21,20,355,4295,76.3,2680,47.6
Barrington,4/11/21,9,160,4705,83.6,3097,55
Barrington,4/18/21,5,89,5034,89.4,3491,62
Barrington,4/25/21,6,107,5229,92.9,3853,68.4
Barrington,5/2/21,7,124,5366,95.3,4157,73.8
Barrington Hills,1/26/20,0,0,0,0,0,0
Barrington Hills,2/2/20,0,0,0,0,0,0
Barrington Hills,2/9/20,0,0,0,0,0,0
Barrington Hills,2/16/20,0,0,0,0,0,0
Barrington Hills,2/23/20,0,0,0,0,0,0
Barrington Hills,3/1/20,0,0,0,0,0,0
Barrington Hills,3/8/20,0,0,0,0,0,0
Barrington Hills,3/15/20,0,0,0,0,0,0
Barrington Hills,3/22/20,0,0,0,0,0,0
Barrington Hills,3/29/20,0,0,0,0,0,0
Barrington Hills,4/5/20,0,0,0,0,0,0
Barrington Hills,4/12/20,0,0,0,0,0,0
Barrington Hills,4/19/20,0,0,0,0,0,0
Barrington Hills,4/26/20,0,0,0,0,0,0
Barrington Hills,5/3/20,0,0,0,0,0,0
Barrington Hills,5/10/20,0,0,0,0,0,0
Barrington Hills,5/17/20,0,0,0,0,0,0
Barrington Hills,5/24/20,0,0,0,0,0,0
Barrington Hills,5/31/20,0,0,0,0,0,0
Barrington Hills,6/7/20,0,0,0,0,0,0
Barrington Hills,6/14/20,0,0,0,0,0,0
Barrington Hills,6/21/20,0,0,0,0,0,0
Barrington Hills,6/28/20,0,0,0,0,0,0
Barrington Hills,7/5/20,NA,NA,0,0,0,0
Barrington Hills,7/12/20,0,0,0,0,0,0
Barrington Hills,7/19/20,0,0,0,0,0,0
Barrington Hills,7/26/20,0,0,0,0,0,0
Barrington Hills,8/2/20,0,0,0,0,0,0
Barrington Hills,8/9/20,0,0,0,0,0,0
Barrington Hills,8/16/20,0,0,0,0,0,0
Barrington Hills,8/23/20,0,0,0,0,0,0
Barrington Hills,8/30/20,NA,NA,0,0,0,0
Barrington Hills,9/6/20,0,0,0,0,0,0
Barrington Hills,9/13/20,0,0,0,0,0,0
Barrington Hills,9/20/20,0,0,0,0,0,0
Barrington Hills,9/27/20,0,0,0,0,0,0
Barrington Hills,10/4/20,0,0,0,0,0,0
Barrington Hills,10/11/20,0,0,0,0,0,0
Barrington Hills,10/18/20,NA,NA,0,0,0,0
Barrington Hills,10/25/20,NA,NA,0,0,0,0
Barrington Hills,11/1/20,NA,NA,0,0,0,0
Barrington Hills,11/8/20,NA,NA,0,0,0,0
Barrington Hills,11/15/20,0,0,0,0,0,0
Barrington Hills,11/22/20,NA,NA,0,0,0,0
Barrington Hills,11/29/20,NA,NA,0,0,0,0
Barrington Hills,12/6/20,0,0,0,0,0,0
Barrington Hills,12/13/20,0,0,0,0,0,0
Barrington Hills,12/20/20,NA,NA,0,0,0,0
Barrington Hills,12/27/20,0,0,0,0,0,0
Barrington Hills,1/3/21,NA,NA,0,0,0,0
Barrington Hills,1/10/21,0,0,0,0,0,0
Barrington Hills,1/17/21,0,0,0,0,0,0
Barrington Hills,1/24/21,0,0,0,0,0,0
Barrington Hills,1/31/21,NA,NA,0,0,0,0
Barrington Hills,2/7/21,0,0,0,0,0,0
Barrington Hills,2/14/21,NA,NA,NA,NA,0,0
Barrington Hills,2/21/21,0,0,NA,NA,0,0
Barrington Hills,2/28/21,NA,NA,NA,NA,0,0
Barrington Hills,3/7/21,0,0,NA,NA,0,0
Barrington Hills,3/14/21,NA,NA,NA,NA,NA,NA
Barrington Hills,3/21/21,0,0,NA,NA,NA,NA
Barrington Hills,3/28/21,0,0,NA,NA,NA,NA
Barrington Hills,4/4/21,0,0,NA,NA,NA,NA
Barrington Hills,4/11/21,0,0,NA,NA,NA,NA
Barrington Hills,4/18/21,0,0,NA,NA,NA,NA
Barrington Hills,4/25/21,0,0,NA,NA,NA,NA
Barrington Hills,5/2/21,0,0,NA,NA,NA,NA
Bartlett,1/26/20,0,0,0,0,0,0
Bartlett,2/2/20,0,0,0,0,0,0
Bartlett,2/9/20,0,0,0,0,0,0
Bartlett,2/16/20,0,0,0,0,0,0
Bartlett,2/23/20,0,0,0,0,0,0
Bartlett,3/1/20,0,0,0,0,0,0
Bartlett,3/8/20,0,0,0,0,0,0
Bartlett,3/15/20,0,0,0,0,0,0
Bartlett,3/22/20,NA,NA,0,0,0,0
Bartlett,3/29/20,8,48,0,0,0,0
Bartlett,4/5/20,9,54,0,0,0,0
Bartlett,4/12/20,8,48,0,0,0,0
Bartlett,4/19/20,17,101,0,0,0,0
Bartlett,4/26/20,24,143,0,0,0,0
Bartlett,5/3/20,25,149,0,0,0,0
Bartlett,5/10/20,24,143,0,0,0,0
Bartlett,5/17/20,15,89,0,0,0,0
Bartlett,5/24/20,9,54,0,0,0,0
Bartlett,5/31/20,18,107,0,0,0,0
Bartlett,6/7/20,5,30,0,0,0,0
Bartlett,6/14/20,NA,NA,0,0,0,0
Bartlett,6/21/20,NA,NA,0,0,0,0
Bartlett,6/28/20,8,48,0,0,0,0
Bartlett,7/5/20,9,54,0,0,0,0
Bartlett,7/12/20,6,36,0,0,0,0
Bartlett,7/19/20,12,71,0,0,0,0
Bartlett,7/26/20,23,137,0,0,0,0
Bartlett,8/2/20,11,65,0,0,0,0
Bartlett,8/9/20,9,54,0,0,0,0
Bartlett,8/16/20,15,89,0,0,0,0
Bartlett,8/23/20,11,65,0,0,0,0
Bartlett,8/30/20,14,83,0,0,0,0
Bartlett,9/6/20,13,77,0,0,0,0
Bartlett,9/13/20,24,143,0,0,0,0
Bartlett,9/20/20,19,113,0,0,0,0
Bartlett,9/27/20,15,89,0,0,0,0
Bartlett,10/4/20,24,143,0,0,0,0
Bartlett,10/11/20,34,202,0,0,0,0
Bartlett,10/18/20,54,321,0,0,0,0
Bartlett,10/25/20,77,458,0,0,0,0
Bartlett,11/1/20,114,679,0,0,0,0
Bartlett,11/8/20,127,756,0,0,0,0
Bartlett,11/15/20,120,714,0,0,0,0
Bartlett,11/22/20,103,613,0,0,0,0
Bartlett,11/29/20,87,518,0,0,0,0
Bartlett,12/6/20,76,452,0,0,0,0
Bartlett,12/13/20,63,375,109,0.6,0,0
Bartlett,12/20/20,53,316,168,1,0,0
Bartlett,12/27/20,36,214,287,1.7,0,0
Bartlett,1/3/21,77,458,405,2.4,109,0.6
Bartlett,1/10/21,68,405,530,3.2,155,0.9
Bartlett,1/17/21,40,238,818,4.9,240,1.4
Bartlett,1/24/21,27,161,1033,6.1,323,1.9
Bartlett,1/31/21,29,173,1371,8.2,436,2.6
Bartlett,2/7/21,30,179,2041,12.2,701,4.2
Bartlett,2/14/21,25,149,2581,15.4,847,5
Bartlett,2/21/21,26,155,2919,17.4,1100,6.5
Bartlett,2/28/21,7,42,3345,19.9,1594,9.5
Bartlett,3/7/21,12,71,3889,23.2,2370,14.1
Bartlett,3/14/21,20,119,4579,27.3,2748,16.4
Bartlett,3/21/21,25,149,5324,31.7,3039,18.1
Bartlett,3/28/21,37,220,6194,36.9,3527,21
Bartlett,4/4/21,47,280,6913,41.2,4241,25.2
Bartlett,4/11/21,16,95,7953,47.3,4872,29
Bartlett,4/18/21,21,125,8498,50.6,5552,33.1
Bartlett,4/25/21,24,143,8928,53.2,6102,36.3
Bartlett,5/2/21,7,42,9161,54.5,6816,40.6
Bedford Park,1/26/20,0,0,0,0,0,0
Bedford Park,2/2/20,0,0,0,0,0,0
Bedford Park,2/9/20,0,0,0,0,0,0
Bedford Park,2/16/20,0,0,0,0,0,0
Bedford Park,2/23/20,0,0,0,0,0,0
Bedford Park,3/1/20,0,0,0,0,0,0
Bedford Park,3/8/20,0,0,0,0,0,0
Bedford Park,3/15/20,0,0,0,0,0,0
Bedford Park,3/22/20,NA,NA,0,0,0,0
Bedford Park,3/29/20,NA,NA,0,0,0,0
Bedford Park,4/5/20,NA,NA,0,0,0,0
Bedford Park,4/12/20,0,0,0,0,0,0
Bedford Park,4/19/20,0,0,0,0,0,0
Bedford Park,4/26/20,NA,NA,0,0,0,0
Bedford Park,5/3/20,NA,NA,0,0,0,0
Bedford Park,5/10/20,NA,NA,0,0,0,0
Bedford Park,5/17/20,NA,NA,0,0,0,0
Bedford Park,5/24/20,0,0,0,0,0,0
Bedford Park,5/31/20,0,0,0,0,0,0
Bedford Park,6/7/20,0,0,0,0,0,0
Bedford Park,6/14/20,0,0,0,0,0,0
Bedford Park,6/21/20,0,0,0,0,0,0
Bedford Park,6/28/20,0,0,0,0,0,0
Bedford Park,7/5/20,0,0,0,0,0,0
Bedford Park,7/12/20,NA,NA,0,0,0,0
Bedford Park,7/19/20,NA,NA,0,0,0,0
Bedford Park,7/26/20,NA,NA,0,0,0,0
Bedford Park,8/2/20,0,0,0,0,0,0
Bedford Park,8/9/20,NA,NA,0,0,0,0
Bedford Park,8/16/20,0,0,0,0,0,0
Bedford Park,8/23/20,NA,NA,0,0,0,0
Bedford Park,8/30/20,NA,NA,0,0,0,0
Bedford Park,9/6/20,NA,NA,0,0,0,0
Bedford Park,9/13/20,NA,NA,0,0,0,0
Bedford Park,9/20/20,NA,NA,0,0,0,0
Bedford Park,9/27/20,NA,NA,0,0,0,0
Bedford Park,10/4/20,0,0,0,0,0,0
Bedford Park,10/11/20,NA,NA,0,0,0,0
Bedford Park,10/18/20,NA,NA,0,0,0,0
Bedford Park,10/25/20,6,1034,0,0,0,0
Bedford Park,11/1/20,NA,NA,0,0,0,0
Bedford Park,11/8/20,7,1207,0,0,0,0
Bedford Park,11/15/20,6,1034,0,0,0,0
Bedford Park,11/22/20,NA,NA,0,0,0,0
Bedford Park,11/29/20,NA,NA,0,0,0,0
Bedford Park,12/6/20,NA,NA,0,0,0,0
Bedford Park,12/13/20,NA,NA,0,0,0,0
Bedford Park,12/20/20,NA,NA,6,1,0,0
Bedford Park,12/27/20,NA,NA,15,2.6,0,0
Bedford Park,1/3/21,5,862,NA,NA,NA,NA
Bedford Park,1/10/21,8,1379,NA,NA,6,1
Bedford Park,1/17/21,NA,NA,29,5,12,2.1
Bedford Park,1/24/21,NA,NA,40,6.9,NA,NA
Bedford Park,1/31/21,NA,NA,60,10.3,21,3.6
Bedford Park,2/7/21,NA,NA,80,13.8,NA,NA
Bedford Park,2/14/21,0,0,94,16.2,33,5.7
Bedford Park,2/21/21,0,0,106,18.3,51,8.8
Bedford Park,2/28/21,0,0,123,21.2,63,10.9
Bedford Park,3/7/21,NA,NA,144,24.8,87,15
Bedford Park,3/14/21,NA,NA,179,30.9,98,16.9
Bedford Park,3/21/21,NA,NA,203,35,113,19.5
Bedford Park,3/28/21,NA,NA,220,37.9,131,22.6
Bedford Park,4/4/21,0,0,241,41.6,165,28.4
Bedford Park,4/11/21,NA,NA,268,46.2,188,32.4
Bedford Park,4/18/21,0,0,290,50,209,36
Bedford Park,4/25/21,NA,NA,306,52.8,218,37.6
Bedford Park,5/2/21,NA,NA,320,55.2,234,40.3
Bellwood,1/26/20,0,0,0,0,0,0
Bellwood,2/2/20,0,0,0,0,0,0
Bellwood,2/9/20,0,0,0,0,0,0
Bellwood,2/16/20,0,0,0,0,0,0
Bellwood,2/23/20,0,0,0,0,0,0
Bellwood,3/1/20,0,0,0,0,0,0
Bellwood,3/8/20,NA,NA,0,0,0,0
Bellwood,3/15/20,NA,NA,0,0,0,0
Bellwood,3/22/20,31,163,0,0,0,0
Bellwood,3/29/20,51,267,0,0,0,0
Bellwood,4/5/20,48,252,0,0,0,0
Bellwood,4/12/20,34,178,0,0,0,0
Bellwood,4/19/20,39,204,0,0,0,0
Bellwood,4/26/20,51,267,0,0,0,0
Bellwood,5/3/20,45,236,0,0,0,0
Bellwood,5/10/20,42,220,0,0,0,0
Bellwood,5/17/20,30,157,0,0,0,0
Bellwood,5/24/20,18,94,0,0,0,0
Bellwood,5/31/20,9,47,0,0,0,0
Bellwood,6/7/20,18,94,0,0,0,0
Bellwood,6/14/20,13,68,0,0,0,0
Bellwood,6/21/20,11,58,0,0,0,0
Bellwood,6/28/20,13,68,0,0,0,0
Bellwood,7/5/20,15,79,0,0,0,0
Bellwood,7/12/20,22,115,0,0,0,0
Bellwood,7/19/20,14,73,0,0,0,0
Bellwood,7/26/20,17,89,0,0,0,0
Bellwood,8/2/20,21,110,0,0,0,0
Bellwood,8/9/20,28,147,0,0,0,0
Bellwood,8/16/20,43,225,0,0,0,0
Bellwood,8/23/20,18,94,0,0,0,0
Bellwood,8/30/20,16,84,0,0,0,0
Bellwood,9/6/20,12,63,0,0,0,0
Bellwood,9/13/20,7,37,0,0,0,0
Bellwood,9/20/20,17,89,0,0,0,0
Bellwood,9/27/20,6,31,0,0,0,0
Bellwood,10/4/20,16,84,0,0,0,0
Bellwood,10/11/20,20,105,0,0,0,0
Bellwood,10/18/20,37,194,0,0,0,0
Bellwood,10/25/20,75,393,0,0,0,0
Bellwood,11/1/20,157,823,0,0,0,0
Bellwood,11/8/20,169,886,0,0,0,0
Bellwood,11/15/20,186,975,0,0,0,0
Bellwood,11/22/20,112,587,0,0,0,0
Bellwood,11/29/20,107,561,0,0,0,0
Bellwood,12/6/20,85,446,0,0,0,0
Bellwood,12/13/20,70,367,26,0.1,0,0
Bellwood,12/20/20,55,288,56,0.3,0,0
Bellwood,12/27/20,45,236,118,0.6,0,0
Bellwood,1/3/21,78,409,180,0.9,33,0.2
Bellwood,1/10/21,49,257,241,1.3,58,0.3
Bellwood,1/17/21,39,204,311,1.6,84,0.4
Bellwood,1/24/21,24,126,588,3.1,138,0.7
Bellwood,1/31/21,26,136,891,4.7,195,1
Bellwood,2/7/21,23,121,1266,6.6,251,1.3
Bellwood,2/14/21,13,68,1482,7.8,480,2.5
Bellwood,2/21/21,14,73,1800,9.4,688,3.6
Bellwood,2/28/21,18,94,2149,11.3,967,5.1
Bellwood,3/7/21,16,84,2767,14.5,1317,6.9
Bellwood,3/14/21,21,110,3531,18.5,1655,8.7
Bellwood,3/21/21,40,210,4264,22.4,1951,10.2
Bellwood,3/28/21,45,236,5275,27.7,2711,14.2
Bellwood,4/4/21,59,309,5885,30.9,3414,17.9
Bellwood,4/11/21,49,257,6411,33.6,3996,21
Bellwood,4/18/21,42,220,6905,36.2,4653,24.4
Bellwood,4/25/21,46,241,7274,38.1,5157,27
Bellwood,5/2/21,25,131,7534,39.5,5523,29
Berkeley,1/26/20,0,0,0,0,0,0
Berkeley,2/2/20,0,0,0,0,0,0
Berkeley,2/9/20,0,0,0,0,0,0
Berkeley,2/16/20,0,0,0,0,0,0
Berkeley,2/23/20,0,0,0,0,0,0
Berkeley,3/1/20,0,0,0,0,0,0
Berkeley,3/8/20,0,0,0,0,0,0
Berkeley,3/15/20,NA,NA,0,0,0,0
Berkeley,3/22/20,5,96,0,0,0,0
Berkeley,3/29/20,6,115,0,0,0,0
Berkeley,4/5/20,NA,NA,0,0,0,0
Berkeley,4/12/20,13,250,0,0,0,0
Berkeley,4/19/20,8,154,0,0,0,0
Berkeley,4/26/20,13,250,0,0,0,0
Berkeley,5/3/20,11,211,0,0,0,0
Berkeley,5/10/20,8,154,0,0,0,0
Berkeley,5/17/20,14,269,0,0,0,0
Berkeley,5/24/20,5,96,0,0,0,0
Berkeley,5/31/20,NA,NA,0,0,0,0
Berkeley,6/7/20,NA,NA,0,0,0,0
Berkeley,6/14/20,7,134,0,0,0,0
Berkeley,6/21/20,NA,NA,0,0,0,0
Berkeley,6/28/20,NA,NA,0,0,0,0
Berkeley,7/5/20,0,0,0,0,0,0
Berkeley,7/12/20,8,154,0,0,0,0
Berkeley,7/19/20,NA,NA,0,0,0,0
Berkeley,7/26/20,5,96,0,0,0,0
Berkeley,8/2/20,NA,NA,0,0,0,0
Berkeley,8/9/20,22,422,0,0,0,0
Berkeley,8/16/20,13,250,0,0,0,0
Berkeley,8/23/20,8,154,0,0,0,0
Berkeley,8/30/20,5,96,0,0,0,0
Berkeley,9/6/20,5,96,0,0,0,0
Berkeley,9/13/20,12,230,0,0,0,0
Berkeley,9/20/20,12,230,0,0,0,0
Berkeley,9/27/20,5,96,0,0,0,0
Berkeley,10/4/20,7,134,0,0,0,0
Berkeley,10/11/20,20,384,0,0,0,0
Berkeley,10/18/20,8,154,0,0,0,0
Berkeley,10/25/20,21,403,0,0,0,0
Berkeley,11/1/20,28,538,0,0,0,0
Berkeley,11/8/20,37,710,0,0,0,0
Berkeley,11/15/20,30,576,0,0,0,0
Berkeley,11/22/20,29,557,0,0,0,0
Berkeley,11/29/20,24,461,0,0,0,0
Berkeley,12/6/20,20,384,0,0,0,0
Berkeley,12/13/20,28,538,16,0.3,0,0
Berkeley,12/20/20,19,365,29,0.6,0,0
Berkeley,12/27/20,20,384,53,1,0,0
Berkeley,1/3/21,23,442,80,1.5,18,0.3
Berkeley,1/10/21,13,250,109,2.1,28,0.5
Berkeley,1/17/21,8,154,140,2.7,43,0.8
Berkeley,1/24/21,6,115,205,3.9,59,1.1
Berkeley,1/31/21,13,250,314,6,87,1.7
Berkeley,2/7/21,NA,NA,431,8.3,115,2.2
Berkeley,2/14/21,NA,NA,522,10,150,2.9
Berkeley,2/21/21,NA,NA,608,11.7,255,4.9
Berkeley,2/28/21,NA,NA,716,13.7,350,6.7
Berkeley,3/7/21,NA,NA,915,17.6,497,9.5
Berkeley,3/14/21,NA,NA,1125,21.6,590,11.3
Berkeley,3/21/21,14,269,1394,26.8,677,13
Berkeley,3/28/21,9,173,1867,35.8,975,18.7
Berkeley,4/4/21,13,250,2066,39.7,1177,22.6
Berkeley,4/11/21,17,326,2268,43.5,1431,27.5
Berkeley,4/18/21,5,96,2416,46.4,1708,32.8
Berkeley,4/25/21,9,173,2515,48.3,1872,35.9
Berkeley,5/2/21,5,96,2589,49.7,2007,38.5
