GEOID,NAME,tract,county,total_workers,essential,nonessential,conman,food,health,protection,socialservices,transport,total_pop,nonwhite_pct,pov_pct,hh_inc_med
17031809900,"Census Tract 8099, Cook County, Illinois",8099,Cook,1671,0.1645721125,0.8354278875,0.01496110114,0.03231597846,0.08438061041,0.005385996409,0.01017354877,0.01735487732,2902,0.291,0.043,122083
17031810000,"Census Tract 8100, Cook County, Illinois",8100,Cook,3415,0.1994143485,0.8005856515,0.06090775988,0.009956076135,0.06383601757,0,0.04216691069,0.02254758419,5007,0.218,0.073,90185
17031810100,"Census Tract 8101, Cook County, Illinois",8101,Cook,2751,0.270083606,0.729916394,0.09632860778,0.01962922574,0.08869501999,0.005089058524,0.01999272992,0.04034896401,4675,0.371,0.105,69436
17031810200,"Census Tract 8102, Cook County, Illinois",8102,Cook,3430,0.4583090379,0.5416909621,0.1763848397,0.09212827988,0.1102040816,0.003498542274,0.03731778426,0.0387755102,6347,0.616,0.087,61743
17031810301,"Census Tract 8103.01, Cook County, Illinois",8103.01,Cook,1975,0.3605063291,0.6394936709,0.1058227848,0.03189873418,0.1048101266,0.0182278481,0.0182278481,0.08151898734,4341,0.637,0.126,76910
17031810302,"Census Tract 8103.02, Cook County, Illinois",8103.02,Cook,1708,0.2710772834,0.7289227166,0.09660421546,0.05679156909,0.0644028103,0.005269320843,0.01053864169,0.037470726,3162,0.453,0.061,77162
17031810400,"Census Tract 8104, Cook County, Illinois",8104,Cook,2542,0.2210857592,0.7789142408,0.09598741149,0.03343823761,0.04956726987,0.01612903226,0.01455546814,0.01140833989,5355,0.114,0.055,105598
17031810501,"Census Tract 8105.01, Cook County, Illinois",8105.01,Cook,2110,0.3947867299,0.6052132701,0.190521327,0.01232227488,0.09668246445,0.02985781991,0.0009478672986,0.0644549763,5047,0.155,0.074,73429
17031810502,"Census Tract 8105.02, Cook County, Illinois",8105.02,Cook,2199,0.4870395634,0.5129604366,0.2169167804,0.02683037744,0.1532514779,0.02137335152,0.007276034561,0.06139154161,5468,0.219,0.066,54172
17031810600,"Census Tract 8106, Cook County, Illinois",8106,Cook,2406,0.4800498753,0.5199501247,0.2452202826,0.0357439734,0.1246882793,0.01122194514,0.007481296758,0.05569409809,4418,0.277,0.134,54525
17031810701,"Census Tract 8107.01, Cook County, Illinois",8107.01,Cook,2330,0.5454935622,0.4545064378,0.3381974249,0.02145922747,0.1111587983,0.01673819742,0.01158798283,0.04635193133,5136,0.489,0.176,43587
17031810702,"Census Tract 8107.02, Cook County, Illinois",8107.02,Cook,1912,0.4278242678,0.5721757322,0.1375523013,0.05491631799,0.07635983264,0.02144351464,0,0.1375523013,3851,0.484,0.086,50707
17031810800,"Census Tract 8108, Cook County, Illinois",8108,Cook,2804,0.4764621969,0.5235378031,0.2796005706,0.05313837375,0.0467189729,0.01783166904,0.01141226819,0.06776034237,5102,0.324,0.063,73462
17031810900,"Census Tract 8109, Cook County, Illinois",8109,Cook,3439,0.4268682757,0.5731317243,0.2352428031,0.0564117476,0.06600756034,0.02209944751,0.01075894155,0.03634777552,6466,0.415,0.056,52871
17031811000,"Census Tract 8110, Cook County, Illinois",8110,Cook,2114,0.3609271523,0.6390728477,0.09839167455,0.05061494797,0.1045411542,0.02743614002,0.01324503311,0.06669820246,4125,0.217,0.071,80208
17031811100,"Census Tract 8111, Cook County, Illinois",8111,Cook,3336,0.557853717,0.442146283,0.3216426859,0.04706235012,0.04616306954,0.007194244604,0.007194244604,0.1285971223,6306,0.297,0.112,48672
17031811200,"Census Tract 8112, Cook County, Illinois",8112,Cook,2475,0.5337373737,0.4662626263,0.2335353535,0.04080808081,0.1187878788,0.01171717172,0.01373737374,0.1151515152,4995,0.387,0.096,63495
17031811301,"Census Tract 8113.01, Cook County, Illinois",8113.01,Cook,2264,0.5803886926,0.4196113074,0.3100706714,0.0574204947,0.06448763251,0.01987632509,0,0.1285335689,4666,0.732,0.109,66655
17031811302,"Census Tract 8113.02, Cook County, Illinois",8113.02,Cook,1356,0.5737463127,0.4262536873,0.3266961652,0.1054572271,0.0191740413,0.02876106195,0,0.09365781711,3840,0.801,0.256,40511
17031811401,"Census Tract 8114.01, Cook County, Illinois",8114.01,Cook,2274,0.5642040457,0.4357959543,0.3394898857,0.02814423923,0.07167985928,0,0.01583113456,0.109058927,4596,0.491,0.062,65269
17031811402,"Census Tract 8114.02, Cook County, Illinois",8114.02,Cook,2446,0.5339329518,0.4660670482,0.2726901063,0.0417007359,0.08176614881,0.00899427637,0.009811937858,0.1189697465,4327,0.537,0.054,62014
17031811500,"Census Tract 8115, Cook County, Illinois",8115,Cook,3315,0.4877828054,0.5122171946,0.2799396682,0.02926093514,0.07058823529,0.02926093514,0.004524886878,0.0742081448,6452,0.477,0.037,72011
17031811600,"Census Tract 8116, Cook County, Illinois",8116,Cook,3118,0.6180243746,0.3819756254,0.3710711995,0.02982681206,0.06510583708,0.01314945478,0.0003207184092,0.1385503528,6240,0.405,0.184,50703
17031811701,"Census Tract 8117.01, Cook County, Illinois",8117.01,Cook,2109,0.6818397345,0.3181602655,0.3911806543,0.06164058796,0.03366524419,0.01469890944,0.00426742532,0.1763869132,3902,0.78,0.153,54691
17031811702,"Census Tract 8117.02, Cook County, Illinois",8117.02,Cook,2330,0.5759656652,0.4240343348,0.3291845494,0.07939914163,0.06008583691,0,0.005579399142,0.1017167382,4749,0.573,0.162,50663
17031811800,"Census Tract 8118, Cook County, Illinois",8118,Cook,2594,0.4460292984,0.5539707016,0.2621434079,0.02891287587,0.03546646106,0.003469545104,0.0003855050116,0.1156515035,5471,0.641,0.105,77566
17031811900,"Census Tract 8119, Cook County, Illinois",8119,Cook,2923,0.2593226138,0.7406773862,0.06808073897,0.03523776941,0.08244953815,0.02839548409,0.01539514198,0.02976394116,5895,0.203,0.052,126250
17031812000,"Census Tract 8120, Cook County, Illinois",8120,Cook,2569,0.2070844687,0.7929155313,0.05449591281,0.01323472168,0.08991825613,0.01595951732,0.02101985208,0.01245620864,5169,0.156,0.027,117941
17031812100,"Census Tract 8121, Cook County, Illinois",8121,Cook,2206,0.2470534905,0.7529465095,0.05666364461,0.01223934723,0.1038077969,0.006346328196,0.03399818676,0.03399818676,4411,0.44,0.062,125590
17031812200,"Census Tract 8122, Cook County, Illinois",8122,Cook,1906,0.1883525708,0.8116474292,0.01678908709,0.01731374607,0.08919202518,0.02623294858,0.01311647429,0.02570828961,3989,0.267,0.03,228229
17031812301,"Census Tract 8123.01, Cook County, Illinois",8123.01,Cook,2307,0.2119635891,0.7880364109,0.02080624187,0.00563502384,0.1196358908,0,0.04508019072,0.02080624187,4277,0.443,0.072,82218
17031812302,"Census Tract 8123.02, Cook County, Illinois",8123.02,Cook,1377,0.1946259985,0.8053740015,0.05083514887,0.03050108932,0.0639070443,0,0.02832244009,0.02106027596,2855,0.373,0.079,139189
17031812400,"Census Tract 8124, Cook County, Illinois",8124,Cook,1546,0.1759379043,0.8240620957,0.02005174644,0.007761966365,0.09637774903,0.01358344114,0.02846054334,0.009702457956,3254,0.197,0.042,187917
17031812500,"Census Tract 8125, Cook County, Illinois",8125,Cook,1746,0.244558992,0.755441008,0.02176403207,0.02749140893,0.1025200458,0.02233676976,0.03207331042,0.03837342497,3200,0.414,0.123,62500
17031812600,"Census Tract 8126, Cook County, Illinois",8126,Cook,1889,0.3112758073,0.6887241927,0.02382212811,0.04923239809,0.1132874537,0.004235044997,0.04446797247,0.07623080995,3320,0.48,0.151,56415
17031812700,"Census Tract 8127, Cook County, Illinois",8127,Cook,1886,0.2868504772,0.7131495228,0.07423117709,0.03022269353,0.09915164369,0.01272534464,0.02545068929,0.04506892895,3409,0.437,0.137,62800
17031812801,"Census Tract 8128.01, Cook County, Illinois",8128.01,Cook,1767,0.2478777589,0.7521222411,0.05036785512,0.04753820034,0.06508205999,0.003961516695,0.0441426146,0.03678551217,3290,0.361,0.164,62054
17031812802,"Census Tract 8128.02, Cook County, Illinois",8128.02,Cook,1447,0.196959226,0.803040774,0.04630269523,0.01313061507,0.09882515549,0.004837595024,0.01727712509,0.01658604008,2413,0.361,0.096,55179
17031812900,"Census Tract 8129, Cook County, Illinois",8129,Cook,2355,0.2110403397,0.7889596603,0.02802547771,0.0152866242,0.1091295117,0.01316348195,0.02165605096,0.02377919321,4579,0.248,0.076,111607
17031813000,"Census Tract 8130, Cook County, Illinois",8130,Cook,2122,0.2568331762,0.7431668238,0.06314797361,0.027332705,0.08341187559,0.003770028275,0.02591894439,0.05325164939,4008,0.353,0.045,104792
17031813100,"Census Tract 8131, Cook County, Illinois",8131,Cook,2533,0.3012238452,0.6987761548,0.1069877615,0.03039873668,0.08803789972,0.009080142124,0.01618634031,0.05053296486,4692,0.401,0.05,91250
17031813200,"Census Tract 8132, Cook County, Illinois",8132,Cook,2424,0.2231848185,0.7768151815,0.04084158416,0.05280528053,0.05899339934,0.006600660066,0.02681518152,0.03712871287,4528,0.336,0.051,130880
17031813301,"Census Tract 8133.01, Cook County, Illinois",8133.01,Cook,1427,0.7386124737,0.2613875263,0.3700070077,0.1464611072,0.08899789769,0.02452697968,0.005606166783,0.1030133146,3417,0.972,0.228,40536
17031813302,"Census Tract 8133.02, Cook County, Illinois",8133.02,Cook,1485,0.6915824916,0.3084175084,0.3723905724,0.08148148148,0.02087542088,0.01144781145,0.008080808081,0.1973063973,3376,0.964,0.214,48233
17031813400,"Census Tract 8134, Cook County, Illinois",8134,Cook,3468,0.6435986159,0.3564013841,0.3463091119,0.07756632065,0.03575547866,0.02104959631,0,0.1629181084,8099,0.933,0.246,52274
17031813500,"Census Tract 8135, Cook County, Illinois",8135,Cook,3432,0.6235431235,0.3764568765,0.3828671329,0.04924242424,0.03933566434,0,0.002913752914,0.1491841492,6490,0.957,0.114,55168
17031813600,"Census Tract 8136, Cook County, Illinois",8136,Cook,2669,0.7234919445,0.2765080555,0.3952791308,0.120269764,0.04870738104,0.002622705133,0.01311352567,0.143499438,5243,0.978,0.19,51086
17031813701,"Census Tract 8137.01, Cook County, Illinois",8137.01,Cook,1593,0.6911487759,0.3088512241,0.3716258632,0.09290646579,0.03578154426,0.02950408035,0,0.1613308223,3835,0.966,0.301,41707
17031813702,"Census Tract 8137.02, Cook County, Illinois",8137.02,Cook,1721,0.6693782684,0.3306217316,0.3666472981,0.08134805346,0.09006391633,0.01162115049,0,0.1196978501,3599,0.979,0.23,42123
17031813801,"Census Tract 8138.01, Cook County, Illinois",8138.01,Cook,1327,0.6661642803,0.3338357197,0.3677467973,0.1356443105,0.04521477016,0.005275056518,0,0.1122833459,2805,0.977,0.11,48088
17031813802,"Census Tract 8138.02, Cook County, Illinois",8138.02,Cook,2306,0.7324371206,0.2675628794,0.408065915,0.129661752,0.02298352125,0.01474414571,0.007805724198,0.1491760624,5190,0.938,0.163,41044
17031813900,"Census Tract 8139, Cook County, Illinois",8139,Cook,3096,0.6818475452,0.3181524548,0.375,0.1220930233,0.06589147287,0.0180878553,0,0.1007751938,6792,0.909,0.198,43571
17031814000,"Census Tract 8140, Cook County, Illinois",8140,Cook,2139,0.7227676484,0.2772323516,0.4357176251,0.07480130902,0.02945301543,0.02150537634,0.0149602618,0.1463300608,4870,0.886,0.13,46225
17031814100,"Census Tract 8141, Cook County, Illinois",8141,Cook,2073,0.7448142788,0.2551857212,0.3941148095,0.1316931983,0.08538350217,0,0,0.1336227689,4287,0.978,0.176,42176
17031814200,"Census Tract 8142, Cook County, Illinois",8142,Cook,3131,0.6761418077,0.3238581923,0.3886937081,0.06164164804,0.0705844778,0.01564995209,0.003193867774,0.1363781539,6655,0.934,0.184,41533
17031814300,"Census Tract 8143, Cook County, Illinois",8143,Cook,1909,0.6265060241,0.3734939759,0.330015715,0.06024096386,0.01676270299,0.05709795705,0,0.1623886852,4916,0.951,0.193,44440
17031814400,"Census Tract 8144, Cook County, Illinois",8144,Cook,3384,0.6666666667,0.3333333333,0.3584515366,0.09397163121,0.09692671395,0.01891252955,0.008569739953,0.08983451537,7973,0.834,0.201,44867
17031814500,"Census Tract 8145, Cook County, Illinois",8145,Cook,2565,0.5707602339,0.4292397661,0.2756335283,0.1025341131,0.03313840156,0.01520467836,0.03001949318,0.1142300195,5600,0.883,0.031,65638
17031814600,"Census Tract 8146, Cook County, Illinois",8146,Cook,2835,0.4920634921,0.5079365079,0.230335097,0.1086419753,0.02998236332,0.02222222222,0.002116402116,0.0987654321,5758,0.786,0.187,63814
17031814700,"Census Tract 8147, Cook County, Illinois",8147,Cook,2641,0.5494131011,0.4505868989,0.188943582,0.160545248,0.05755395683,0.01211662249,0.008330177963,0.1219235138,5462,0.711,0.17,66771
17031814800,"Census Tract 8148, Cook County, Illinois",8148,Cook,2903,0.4471236652,0.5528763348,0.1660351361,0.05235962797,0.07268343093,0,0,0.1560454702,6101,0.773,0.089,53072
17031814900,"Census Tract 8149, Cook County, Illinois",8149,Cook,3287,0.5460906602,0.4539093398,0.2680255552,0.1083054457,0.06753878917,0.01338606632,0.01003954974,0.07879525403,6796,0.774,0.139,56663
17031815000,"Census Tract 8150, Cook County, Illinois",8150,Cook,2291,0.6054124836,0.3945875164,0.2688782191,0.1344391096,0.04888694893,0.02575294631,0.006547359232,0.1209079005,4207,0.829,0.119,58015
17031815100,"Census Tract 8151, Cook County, Illinois",8151,Cook,2164,0.5582255083,0.4417744917,0.2717190388,0.0522181146,0.06192236599,0.009704251386,0.01109057301,0.1515711645,4158,0.819,0.116,65182
17031815200,"Census Tract 8152, Cook County, Illinois",8152,Cook,3533,0.5581658647,0.4418341353,0.2431361449,0.06764789131,0.05009906595,0.005660911407,0.005660911407,0.1859609397,6762,0.811,0.167,60687
17031815300,"Census Tract 8153, Cook County, Illinois",8153,Cook,1815,0.5168044077,0.4831955923,0.2986225895,0.01487603306,0.1096418733,0.004958677686,0.01542699725,0.07327823691,3593,0.653,0.076,69167
17031815400,"Census Tract 8154, Cook County, Illinois",8154,Cook,2435,0.2845995893,0.7154004107,0.08336755647,0.03572895277,0.04969199179,0.006981519507,0.02792607803,0.08090349076,4820,0.453,0.132,53393
17031815500,"Census Tract 8155, Cook County, Illinois",8155,Cook,3894,0.6389316898,0.3610683102,0.2958397535,0.06214689266,0.1304571135,0.03672316384,0.01412429379,0.09964047252,8292,0.742,0.096,62167
17031815600,"Census Tract 8156, Cook County, Illinois",8156,Cook,2447,0.5083776052,0.4916223948,0.170821414,0.02288516551,0.1038005721,0.007355946056,0.01838986514,0.1851246424,5025,0.385,0.092,63383
17031815701,"Census Tract 8157.01, Cook County, Illinois",8157.01,Cook,1726,0.2427578216,0.7572421784,0.05388180765,0.02607184241,0.1228273465,0.01564310545,0.006952491309,0.01738122827,3616,0.157,0.027,125486
17031815702,"Census Tract 8157.02, Cook County, Illinois",8157.02,Cook,2662,0.322689707,0.677310293,0.0792637115,0.06574004508,0.07024793388,0.02629601803,0.009015777611,0.07212622089,5210,0.233,0.087,91607
17031815800,"Census Tract 8158, Cook County, Illinois",8158,Cook,714,0.2521008403,0.7478991597,0.06722689076,0.02100840336,0.09943977591,0.02661064426,0.009803921569,0.02801120448,1582,0.181,0.076,86458
17031815900,"Census Tract 8159, Cook County, Illinois",8159,Cook,2977,0.2861941552,0.7138058448,0.06986899563,0.02519314746,0.09942895532,0.006382264024,0.03627813235,0.0490426604,4823,0.497,0.136,52642
17031816000,"Census Tract 8160, Cook County, Illinois",8160,Cook,2069,0.2759787337,0.7240212663,0.0502658289,0.02899951667,0.1068148864,0.005799903335,0.02899951667,0.05509908168,3183,0.355,0.11,71389
17031816100,"Census Tract 8161, Cook County, Illinois",8161,Cook,3149,0.3416957764,0.6583042236,0.06922832645,0.06255954271,0.1228961575,0.007621467132,0.01302000635,0.06637027628,6035,0.463,0.08,59485
17031816200,"Census Tract 8162, Cook County, Illinois",8162,Cook,1737,0.4507772021,0.5492227979,0.2130109384,0.03511801957,0.07138744963,0.02936096718,0.009786989062,0.09211283823,4009,0.624,0.146,52357
17031816300,"Census Tract 8163, Cook County, Illinois",8163,Cook,2720,0.575,0.425,0.28125,0.05588235294,0.04779411765,0.0625,0.01029411765,0.1172794118,5149,0.756,0.11,67905
17031816401,"Census Tract 8164.01, Cook County, Illinois",8164.01,Cook,2883,0.6954561221,0.3045438779,0.391605966,0.07734998266,0.03503295179,0.01526187999,0.002428026361,0.1737773153,5283,0.887,0.21,54274
17031816402,"Census Tract 8164.02, Cook County, Illinois",8164.02,Cook,2108,0.6124288425,0.3875711575,0.3216318786,0.08159392789,0.07637571157,0.04364326376,0.01755218216,0.07163187856,4426,0.834,0.088,47976
17031816500,"Census Tract 8165, Cook County, Illinois",8165,Cook,1835,0.7471389646,0.2528610354,0.4179836512,0.07029972752,0.09373297003,0.004359673025,0.0136239782,0.1471389646,4289,0.855,0.171,40632
17031816600,"Census Tract 8166, Cook County, Illinois",8166,Cook,2125,0.7397647059,0.2602352941,0.4602352941,0.08188235294,0.07905882353,0.002823529412,0,0.1157647059,4548,0.948,0.197,57880
17031816700,"Census Tract 8167, Cook County, Illinois",8167,Cook,1252,0.6365814696,0.3634185304,0.3546325879,0.08306709265,0.04872204473,0.004792332268,0.005591054313,0.1397763578,2821,0.834,0.195,48381
17031816800,"Census Tract 8168, Cook County, Illinois",8168,Cook,2513,0.5762037405,0.4237962595,0.2717867091,0.04496617589,0.05531237565,0.03899721448,0.04058893752,0.1245523279,5327,0.689,0.058,60857
17031816900,"Census Tract 8169, Cook County, Illinois",8169,Cook,2970,0.5747474747,0.4252525253,0.2084175084,0.1239057239,0.08552188552,0.04006734007,0.02222222222,0.09461279461,5922,0.961,0.096,61484
17031817000,"Census Tract 8170, Cook County, Illinois",8170,Cook,2708,0.4940915805,0.5059084195,0.1761447563,0.08456425406,0.07237813885,0.01809453471,0.007754800591,0.135155096,5020,0.951,0.09,52200
17031817101,"Census Tract 8171.01, Cook County, Illinois",8171.01,Cook,2309,0.5552187094,0.4447812906,0.1385881334,0.03378085751,0.1030749242,0.07059333045,0.02555218709,0.1836292767,4876,0.974,0.112,46234
17031817102,"Census Tract 8171.02, Cook County, Illinois",8171.02,Cook,1554,0.38996139,0.61003861,0.07850707851,0.01351351351,0.07915057915,0.03088803089,0.003217503218,0.1846846847,3294,0.94,0.138,63141
17031817200,"Census Tract 8172, Cook County, Illinois",8172,Cook,2019,0.5468053492,0.4531946508,0.1911837543,0.05151064884,0.04952947003,0.05497771174,0.05349182764,0.1461119366,4671,0.987,0.14,50167
17031817300,"Census Tract 8173, Cook County, Illinois",8173,Cook,1053,0.5071225071,0.4928774929,0.2592592593,0.01424501425,0.05318138651,0.01899335233,0.009496676163,0.1519468186,2520,0.979,0.428,31500
17031817400,"Census Tract 8174, Cook County, Illinois",8174,Cook,2172,0.5534069982,0.4465930018,0.2173112339,0.06721915285,0.05662983425,0.02255985267,0.01243093923,0.1772559853,4092,0.87,0.195,59926
17031817500,"Census Tract 8175, Cook County, Illinois",8175,Cook,1437,0.5135699374,0.4864300626,0.1524008351,0.04871259569,0.1294363257,0.02366040362,0.01670146138,0.1426583159,3388,0.982,0.188,32900
17031817600,"Census Tract 8176, Cook County, Illinois",8176,Cook,1658,0.4987937274,0.5012062726,0.181544029,0.01085645356,0.1121833534,0.01749095296,0.008443908323,0.1682750302,3875,0.988,0.072,46591
17031817700,"Census Tract 8177, Cook County, Illinois",8177,Cook,2396,0.4728714524,0.5271285476,0.1752921536,0.01878130217,0.07512520868,0.01502504174,0.04173622705,0.1469115192,5264,0.979,0.136,61250
17031817900,"Census Tract 8179, Cook County, Illinois",8179,Cook,2708,0.4711964549,0.5288035451,0.09231905465,0.08382570162,0.123338257,0.003692762186,0.009970457903,0.1580502216,5717,0.87,0.089,47847
17031818000,"Census Tract 8180, Cook County, Illinois",8180,Cook,1919,0.5023449713,0.4976550287,0.1073475769,0.01406982804,0.1573736321,0.0297029703,0.04742053153,0.1464304325,4116,0.696,0.102,60066
17031818100,"Census Tract 8181, Cook County, Illinois",8181,Cook,1239,0.3115415658,0.6884584342,0.1573849879,0.00807102502,0.08958837772,0.009685230024,0.01372074253,0.03309120258,2313,0.468,0.059,91023
17031818200,"Census Tract 8182, Cook County, Illinois",8182,Cook,2414,0.3670256835,0.6329743165,0.1333885667,0.02734051367,0.08409279205,0.01201325601,0.01035625518,0.09983429992,4492,0.602,0.074,70790
17031818300,"Census Tract 8183, Cook County, Illinois",8183,Cook,3072,0.5791015625,0.4208984375,0.2662760417,0.0654296875,0.08235677083,0.03678385417,0.0078125,0.1204427083,5989,0.816,0.054,54597
17031818401,"Census Tract 8184.01, Cook County, Illinois",8184.01,Cook,1975,0.4349367089,0.5650632911,0.1453164557,0.02227848101,0.1129113924,0.01620253165,0.01063291139,0.1275949367,3558,0.563,0.058,76042
17031818402,"Census Tract 8184.02, Cook County, Illinois",8184.02,Cook,1597,0.4514715091,0.5485284909,0.1365059487,0.1039448967,0.1014402004,0.04571070758,0.02316844083,0.04070131497,3151,0.446,0.077,63243
17031818500,"Census Tract 8185, Cook County, Illinois",8185,Cook,2646,0.3541194255,0.6458805745,0.05026455026,0.0313681028,0.1628873772,0.0275888133,0.02154195011,0.0604686319,5569,0.335,0.042,85958
17031818600,"Census Tract 8186, Cook County, Illinois",8186,Cook,2399,0.4005835765,0.5994164235,0.1383909962,0.02501042101,0.08711963318,0.02751146311,0.0125052105,0.1100458524,4852,0.27,0.067,86331
17031818700,"Census Tract 8187, Cook County, Illinois",8187,Cook,1909,0.3666841278,0.6333158722,0.1707700367,0.03666841278,0.07962283918,0,0.009952854898,0.06966998428,3598,0.242,0.123,84417
17031818800,"Census Tract 8188, Cook County, Illinois",8188,Cook,2673,0.3613916947,0.6386083053,0.1253273475,0.05274971942,0.1099887767,0.0329218107,0.0101010101,0.0303030303,5502,0.199,0.02,84053
17031818900,"Census Tract 8189, Cook County, Illinois",8189,Cook,2236,0.3005366726,0.6994633274,0.09570661896,0.0626118068,0.06216457961,0.03443649374,0.006708407871,0.03890876565,4521,0.225,0.05,77711
17031819000,"Census Tract 8190, Cook County, Illinois",8190,Cook,2072,0.2171814672,0.7828185328,0.06853281853,0.02123552124,0.05743243243,0.008204633205,0.02702702703,0.03474903475,4538,0.052,0.039,135208
17031819100,"Census Tract 8191, Cook County, Illinois",8191,Cook,1998,0.472972973,0.527027027,0.1496496496,0.05205205205,0.07907907908,0.02052052052,0.007007007007,0.1646646647,4387,0.549,0.088,55076
17031819200,"Census Tract 8192, Cook County, Illinois",8192,Cook,3281,0.5126485827,0.4873514173,0.2124352332,0.0874733313,0.06552880219,0.004266991771,0.02133495885,0.1216092655,6225,0.568,0.14,63846
17031819300,"Census Tract 8193, Cook County, Illinois",8193,Cook,1484,0.378032345,0.621967655,0.128032345,0.04447439353,0.07479784367,0.0269541779,0.0141509434,0.08962264151,2804,0.361,0.071,75639
17031819400,"Census Tract 8194, Cook County, Illinois",8194,Cook,2971,0.3520700101,0.6479299899,0.1040053854,0.0259171996,0.1211713228,0.02827330865,0.01211713228,0.06058566139,5372,0.494,0.112,78571
17031819500,"Census Tract 8195, Cook County, Illinois",8195,Cook,1637,0.3750763592,0.6249236408,0.06475259621,0.09712889432,0.07635919365,0.01282834453,0.04153940134,0.08246792914,3237,0.37,0.08,79464
17031819600,"Census Tract 8196, Cook County, Illinois",8196,Cook,1706,0.2004689332,0.7995310668,0.03516998828,0.04865181712,0.03634232122,0.02872215709,0.01524032825,0.03634232122,3751,0.052,0.025,150273
17031819700,"Census Tract 8197, Cook County, Illinois",8197,Cook,2554,0.2169146437,0.7830853563,0.04502740799,0.01487862177,0.08535630384,0.01409553641,0.02975724354,0.02779953015,5794,0.063,0.024,175078
17031819801,"Census Tract 8198.01, Cook County, Illinois",8198.01,Cook,2599,0.1612158523,0.8387841477,0.03809157368,0.01346671797,0.0731050404,0,0.01846864179,0.01808387841,5576,0.096,0.013,162765
17031819802,"Census Tract 8198.02, Cook County, Illinois",8198.02,Cook,1217,0.283483977,0.716516023,0.08216926869,0.01396877568,0.07477403451,0.02629416598,0.02875924404,0.05751848809,2651,0.088,0.064,148646
17031819900,"Census Tract 8199, Cook County, Illinois",8199,Cook,1462,0.1928864569,0.8071135431,0.01162790698,0.01436388509,0.1244870041,0.02462380301,0.01094391245,0.00683994528,3362,0.036,0.026,179338
17031820000,"Census Tract 8200, Cook County, Illinois",8200,Cook,895,0.2446927374,0.7553072626,0.02011173184,0.02234636872,0.1106145251,0.005586592179,0.006703910615,0.07932960894,2196,0.306,0.029,218000
17031820101,"Census Tract 8201.01, Cook County, Illinois",8201.01,Cook,2930,0.266552901,0.733447099,0.08498293515,0.0180887372,0.1180887372,0.004778156997,0.01604095563,0.02457337884,7043,0.12,0.034,100339
17031820103,"Census Tract 8201.03, Cook County, Illinois",8201.03,Cook,1989,0.431372549,0.568627451,0.1985922574,0.07290095525,0.06033182504,0.007038712921,0.009552538964,0.08295625943,4163,0.305,0.061,64152
17031820104,"Census Tract 8201.04, Cook County, Illinois",8201.04,Cook,2203,0.4793463459,0.5206536541,0.1811166591,0.08443032229,0.07852927826,0.0376758965,0.01180208806,0.08579210168,4113,0.316,0.088,60000
17031820201,"Census Tract 8202.01, Cook County, Illinois",8202.01,Cook,3797,0.2986568343,0.7013431657,0.08691071899,0.009217803529,0.1274690545,0.01079799842,0.01527521728,0.04898604161,7653,0.227,0.015,106317
17031820202,"Census Tract 8202.02, Cook County, Illinois",8202.02,Cook,1572,0.6075063613,0.3924936387,0.2048346056,0.1908396947,0.05025445293,0.01272264631,0.0006361323155,0.1482188295,3247,0.395,0.12,52478
17031820300,"Census Tract 8203, Cook County, Illinois",8203,Cook,2493,0.681508223,0.318491777,0.3253108704,0.09225832331,0.04693140794,0.01363818692,0,0.2033694344,5625,0.773,0.181,58301
17031820400,"Census Tract 8204, Cook County, Illinois",8204,Cook,2475,0.7280808081,0.2719191919,0.3216161616,0.1074747475,0.08727272727,0.01696969697,0.004444444444,0.1903030303,5715,0.909,0.2,41144
17031820501,"Census Tract 8205.01, Cook County, Illinois",8205.01,Cook,3166,0.4955780164,0.5044219836,0.2716361339,0.03379658876,0.07833228048,0.005369551485,0.0006317119394,0.1058117498,5841,0.268,0.061,65016
17031820502,"Census Tract 8205.02, Cook County, Illinois",8205.02,Cook,2026,0.5987166831,0.4012833169,0.2773938796,0.05083909181,0.1174728529,0.03356367226,0.01184600197,0.1076011846,5256,0.324,0.134,52894
17031820603,"Census Tract 8206.03, Cook County, Illinois",8206.03,Cook,2739,0.5896312523,0.4103687477,0.2814895947,0.03504928806,0.06498722161,0.02300109529,0.01460387003,0.1705001825,6004,0.435,0.209,57557
17031820604,"Census Tract 8206.04, Cook County, Illinois",8206.04,Cook,1861,0.6974744761,0.3025255239,0.3261687265,0.09887157442,0.1133799033,0.01397098334,0,0.1450832886,4186,0.239,0.19,40746
17031820605,"Census Tract 8206.05, Cook County, Illinois",8206.05,Cook,2174,0.5538178473,0.4461821527,0.2184912603,0.06807727691,0.1021159154,0.02069917203,0.005059797608,0.139374425,4348,0.716,0.204,48148
17031820606,"Census Tract 8206.06, Cook County, Illinois",8206.06,Cook,2163,0.5154877485,0.4845122515,0.2034211743,0.07766990291,0.129912159,0.01756819233,0.01294498382,0.07397133611,4062,0.24,0.141,73281
17031820700,"Census Tract 8207, Cook County, Illinois",8207,Cook,3466,0.5265435661,0.4734564339,0.243508367,0.05222158107,0.06058857473,0.02452394691,0.0002885170225,0.1454125793,6732,0.608,0.06,59467
17031820800,"Census Tract 8208, Cook County, Illinois",8208,Cook,1855,0.6043126685,0.3956873315,0.3083557951,0.07277628032,0.03557951482,0.01940700809,0.01239892183,0.1557951482,3985,0.576,0.092,71831
